Date,CovidCasesConfirmed,HospitalisedCovidCases,RequiringICUCovidCases,HealthcareWorkersCovidCases,ClustersNotified,HospitalisedAged5,HospitalisedAged5to14,HospitalisedAged15to24,HospitalisedAged25to34,HospitalisedAged35to44,HospitalisedAged45to54,HospitalisedAged55to64,HospitalisedAged65up,Male,Female,Unknown,Aged1to4,Aged5to14,Aged15to24,Aged25to34,Aged35to44,Aged45to54,Aged55to64,Aged65up,Median_Age,CommunityTransmission,CloseContact,TravelAbroad,FID,province,country,Admissions,ICU,Un_known,Un_known.D7,Age.1_4,Age.D7.1_4,Age.5_14,Age.D7.5_14,Age.15_24,Age.D7.15_24,Age.25_34,Age.D7.25_34,Age.35_44,Age.D7.35_44,Age.45_54,Age.D7.45_54,Age.55_64,Age.D7.55_64,Age.65plus,Age.D7.65plus
2020-07-13,25669,3337,437,8313,1976,23,17,75,198,274,448,496,1804,10970,14672,27,179,336,1944,4326,4517,4596,3267,6482,48,32,65,2,136,NA,Ireland,5,1,-3,-0.42857142857142855,0,0.42857142857142855,0,0.8571428571428571,2,5.571428571428571,7,4.714285714285714,5,2.7142857142857144,8,2.5714285714285716,4,1.1428571428571428,5,1.7142857142857142
2020-07-14,25677,3339,437,8324,2019,23,17,75,198,274,448,497,1806,10976,14674,27,179,336,1946,4329,4518,4598,3267,6494,48,32,66,2,137,NA,Ireland,2,0,0,-0.42857142857142855,0,0.2857142857142857,0,0.8571428571428571,2,5.428571428571429,3,4.714285714285714,1,2.7142857142857144,2,2.5714285714285716,0,1,12,3.2857142857142856
2020-07-15,25696,3339,437,8326,2101,23,17,75,198,274,448,497,1806,10988,14681,27,180,336,1947,4338,4521,4599,3267,6488,48,32,66,2,138,NA,Ireland,0,0,0,-0.42857142857142855,1,0.2857142857142857,0,0.5714285714285714,1,3.5714285714285716,9,5.571428571428571,3,3,1,2.7142857142857144,0,1,-6,2.4285714285714284
2020-07-16,25730,3342,437,8333,2110,23,17,76,198,274,449,497,1807,11006,14697,27,183,337,1954,4346,4525,4602,3269,6503,48,32,66,2,139,NA,Ireland,3,0,0,-0.42857142857142855,3,0.7142857142857143,1,0.14285714285714285,7,3,8,6.571428571428571,4,2.857142857142857,3,2.857142857142857,2,1.2857142857142858,15,4.428571428571429
2020-07-17,25751,3342,437,8338,2146,23,17,76,198,274,449,497,1807,11016,14708,27,183,337,1959,4351,4526,4605,3272,6497,48,32,66,2,140,NA,Ireland,0,0,0,-0.5714285714285714,0,0.5714285714285714,0,0,5,2.857142857142857,5,6.571428571428571,1,2.2857142857142856,3,2.857142857142857,3,1.7142857142857142,-6,3.2857142857142856
2020-07-18,25760,3343,437,8342,2146,23,17,76,198,274,449,497,1808,11019,14713,28,183,337,1960,4353,4530,4605,3273,6498,48,32,66,2,141,NA,Ireland,1,0,1,-0.2857142857142857,0,0.5714285714285714,0,0.14285714285714285,1,2.857142857142857,2,5.285714285714286,4,2.5714285714285716,0,2.7142857142857144,1,1.7142857142857142,1,3.2857142857142856
2020-07-19,25766,3342,437,8348,2146,23,17,76,198,274,448,497,1808,11022,14716,28,183,338,1960,4353,4532,4607,3274,6498,48,32,66,2,142,NA,Ireland,0,0,0,-0.2857142857142857,0,0.5714285714285714,1,0.2857142857142857,0,2.5714285714285716,0,4.857142857142857,2,2.857142857142857,2,2.7142857142857144,1,1.5714285714285714,0,3
2020-07-20,25802,3340,438,8355,2153,22,18,75,198,274,447,497,1808,11049,14725,28,183,340,1965,4359,4536,4618,3279,6501,48,32,66,2,143,NA,Ireland,0,1,0,0.14285714285714285,0,0.5714285714285714,2,0.5714285714285714,5,3,6,4.714285714285714,4,2.7142857142857144,11,3.142857142857143,5,1.7142857142857142,3,2.7142857142857144
2020-07-21,25819,3341,438,8367,2226,22,18,76,198,274,447,497,1808,11056,14735,28,184,340,1966,4363,4539,4621,3280,6505,48,32,66,2,144,NA,Ireland,1,0,0,0.14285714285714285,1,0.7142857142857143,0,0.5714285714285714,1,2.857142857142857,4,4.857142857142857,3,3,3,3.2857142857142856,1,1.8571428571428572,4,1.5714285714285714
2020-07-22,25825,3344,438,8380,2264,22,18,76,198,274,449,497,1809,11059,14738,28,184,340,1967,4365,4540,4622,3280,6506,48,32,66,2,145,NA,Ireland,3,0,0,0.14285714285714285,0,0.5714285714285714,0,0.5714285714285714,1,2.857142857142857,2,3.857142857142857,1,2.7142857142857144,1,3.2857142857142856,0,1.8571428571428572,1,2.5714285714285716
2020-07-23,25845,3345,438,8381,2274,22,18,76,198,274,449,498,1809,11067,14738,21,185,342,1970,4372,4544,4622,3281,6508,48,32,66,2,146,NA,Ireland,1,0,-7,-0.8571428571428571,1,0.2857142857142857,2,0.7142857142857143,3,2.2857142857142856,7,3.7142857142857144,4,2.7142857142857144,0,2.857142857142857,1,1.7142857142857142,2,0.7142857142857143
2020-07-24,25869,3345,438,8384,2282,22,18,76,198,274,449,498,1809,11079,14761,28,186,342,1973,4379,4553,4626,3281,6508,48,32,66,2,147,NA,Ireland,0,0,7,0.14285714285714285,1,0.42857142857142855,0,0.7142857142857143,3,2,7,4,9,3.857142857142857,4,3,0,1.2857142857142858,0,1.5714285714285714
2020-07-25,25881,3346,438,8390,2282,23,18,76,198,274,449,498,1809,11084,14769,28,188,342,1976,4385,4553,4626,3282,6508,48,32,66,2,148,NA,Ireland,1,0,0,0,2,0.7142857142857143,0,0.7142857142857143,3,2.2857142857142856,6,4.571428571428571,0,3.2857142857142856,0,3,1,1.2857142857142858,0,1.4285714285714286
2020-07-26,25890,3349,437,8395,2282,23,18,76,198,274,451,498,1810,11092,14770,28,188,343,1977,4386,4556,4629,3282,6508,48,32,66,2,149,NA,Ireland,3,0,0,0,0,0.7142857142857143,1,0.7142857142857143,1,2.4285714285714284,1,4.714285714285714,3,3.4285714285714284,3,3.142857142857143,0,1.1428571428571428,0,1.4285714285714286
2020-07-27,25928,3349,438,8401,2291,23,18,76,198,274,451,499,1809,11112,14788,28,189,346,1984,4397,4563,4634,3285,6509,48,32,66,2,150,NA,Ireland,0,1,0,0,1,0.8571428571428571,3,0.8571428571428571,7,2.7142857142857144,11,5.428571428571429,7,3.857142857142857,5,2.2857142857142856,3,0.8571428571428571,1,1.1428571428571428
2020-07-28,25942,3350,438,8407,2303,24,18,76,198,274,451,499,1809,11115,14799,28,191,347,1985,4405,4563,4634,3286,6510,48,32,66,2,151,NA,Ireland,1,0,0,0,2,1,1,1,1,2.7142857142857144,8,6,0,3.4285714285714284,0,1.8571428571428572,1,0.8571428571428571,1,0.7142857142857143
2020-07-29,26027,3352,437,8420,2307,24,18,77,198,274,451,499,1810,11168,14831,28,192,355,2004,4420,4572,4650,3291,6516,47,32,66,2,152,NA,Ireland,2,0,0,0,1,1.1428571428571428,8,2.142857142857143,19,5.285714285714286,15,7.857142857142857,9,4.571428571428571,16,4,5,1.5714285714285714,6,1.4285714285714286
2020-07-30,26064,3353,437,8429,2313,24,18,77,198,274,451,499,1811,11189,14847,28,198,357,2014,4433,4578,4655,3290,6518,47,31,66,2,153,NA,Ireland,1,0,0,1,6,1.8571428571428572,2,2.142857142857143,10,6.285714285714286,13,8.714285714285714,6,4.857142857142857,5,4.714285714285714,-1,1.2857142857142858,2,1.4285714285714286
2020-07-31,26109,3359,437,8432,2318,23,18,78,201,275,453,499,1811,11212,14869,28,200,362,2019,4444,4589,4662,3292,6520,47,31,66,2,154,NA,Ireland,6,0,0,0,2,2,5,2.857142857142857,5,6.571428571428571,11,9.285714285714286,11,5.142857142857143,7,5.142857142857143,2,1.5714285714285714,2,1.7142857142857142
2020-08-01,26162,3359,437,8437,2319,23,18,79,200,275,453,499,1811,11238,14896,28,206,368,2029,4455,4598,4666,3294,6525,47,31,66,2,155,NA,Ireland,0,0,0,0,6,2.5714285714285716,6,3.7142857142857144,10,7.571428571428571,11,10,9,6.428571428571429,4,5.714285714285714,2,1.7142857142857142,5,2.4285714285714284
2020-08-02,26209,3358,437,8438,2321,23,18,78,200,276,451,499,1812,11266,14915,28,209,372,2037,4474,4603,4671,3296,6526,47,31,66,2,156,NA,Ireland,0,0,0,0,3,3,4,4.142857142857143,8,8.571428571428571,19,12.571428571428571,5,6.714285714285714,5,6,2,2,1,2.5714285714285716
2020-08-03,26255,3357,439,8442,2323,24,18,77,200,275,451,499,1812,11301,14926,28,210,372,2044,4492,4612,4678,3299,6527,47,31,66,2,157,NA,Ireland,0,2,0,0,1,3,0,3.7142857142857144,7,8.571428571428571,18,13.571428571428571,9,7,7,6.285714285714286,3,2,1,2.5714285714285716
2020-08-04,26303,3359,437,8444,2326,24,18,77,200,275,451,499,1814,11330,14945,28,215,377,2055,4502,4619,4683,3302,6529,47,31,66,2,158,NA,Ireland,2,0,0,0,5,3.4285714285714284,5,4.285714285714286,11,10,10,13.857142857142858,7,8,5,7,3,2.2857142857142856,2,2.7142857142857144
2020-08-05,26372,3362,438,8448,2331,24,18,77,199,275,451,500,1817,11361,14982,29,217,381,2062,4521,4632,4700,3306,6532,47,31,66,2,159,NA,Ireland,3,1,1,0.14285714285714285,2,3.5714285714285716,4,3.7142857142857144,7,8.285714285714286,19,14.428571428571429,13,8.571428571428571,17,7.142857142857143,4,2.142857142857143,3,2.2857142857142856
2020-08-06,26470,3364,438,8451,2331,24,18,77,199,275,452,500,1818,11418,15021,29,219,383,2076,4544,4658,4719,3314,6536,47,31,66,2,160,NA,Ireland,2,0,0,0.14285714285714285,2,3,2,3.7142857142857144,14,8.857142857142858,23,15.857142857142858,26,11.428571428571429,19,9.142857142857142,8,3.4285714285714284,4,2.5714285714285716
2020-08-07,26644,3365,438,8456,2332,24,18,77,200,275,452,500,1818,11545,15070,29,223,389,2098,4594,4695,4747,3332,6545,47,31,66,2,161,NA,Ireland,1,0,0,0.14285714285714285,4,3.2857142857142856,6,3.857142857142857,22,11.285714285714286,50,21.428571428571427,37,15.142857142857142,28,12.142857142857142,18,5.714285714285714,9,3.5714285714285716
2020-08-08,26711,3364,438,8458,2336,24,18,77,200,275,452,500,1817,11582,15101,28,227,395,2109,4612,4711,4752,3337,6547,47,31,66,2,162,NA,Ireland,0,0,-1,0,4,3,6,3.857142857142857,11,11.428571428571429,18,22.428571428571427,16,16.142857142857142,5,12.285714285714286,5,6.142857142857143,2,3.142857142857143
2020-08-09,26767,3372,439,8467,2334,24,18,77,201,276,454,501,1820,11611,15128,28,229,399,2124,4623,4719,4761,3343,6548,47,31,67,2,163,NA,Ireland,8,1,0,0,2,2.857142857142857,4,3.857142857142857,15,12.428571428571429,11,21.285714285714285,8,16.571428571428573,9,12.857142857142858,6,6.714285714285714,1,3.142857142857143
2020-08-10,26798,3376,441,8469,2391,24,18,77,202,276,454,502,1822,11623,15146,28,231,403,2136,4623,4723,4765,3344,6552,47,31,67,2,164,NA,Ireland,4,2,0,0,2,3,4,4.428571428571429,12,13.142857142857142,0,18.714285714285715,4,15.857142857142858,4,12.428571428571429,1,6.428571428571429,4,3.5714285714285716
2020-08-11,26837,3378,441,8474,2465,24,18,80,202,275,454,502,1822,11643,15165,29,232,408,2144,4631,4730,4773,3344,6554,47,31,67,2,165,NA,Ireland,2,0,1,0.14285714285714285,1,2.4285714285714284,5,4.428571428571429,8,12.714285714285714,8,18.428571428571427,7,15.857142857142858,8,12.857142857142858,0,6,2,3.5714285714285716
2020-08-12,26928,3381,441,8480,2474,24,18,80,203,277,454,502,1823,11686,15213,29,235,416,2169,4650,4740,4784,3353,6560,47,31,67,2,166,NA,Ireland,3,0,0,0,3,2.5714285714285716,8,5,25,15.285714285714286,19,18.428571428571427,10,15.428571428571429,11,12,9,6.714285714285714,6,4
2020-08-13,26991,3384,441,8484,2477,24,18,81,203,277,453,502,1825,11719,15244,28,237,419,2186,4661,4753,4791,3356,6567,47,31,67,2,167,NA,Ireland,3,0,-1,-0.14285714285714285,2,2.5714285714285716,3,5.142857142857143,17,15.714285714285714,11,16.714285714285715,13,13.571428571428571,7,10.285714285714286,3,6,7,4.428571428571429
2020-08-14,27191,3385,442,8495,2487,24,18,81,203,277,454,502,1825,11823,15340,28,242,436,2219,4707,4788,4820,3375,6582,47,31,67,2,168,NA,Ireland,1,1,0,-0.14285714285714285,5,2.7142857142857144,17,6.714285714285714,33,17.285714285714285,46,16.142857142857142,35,13.285714285714286,29,10.428571428571429,19,6.142857142857143,15,5.285714285714286
2020-08-15,27257,3387,442,8501,2497,24,18,81,203,277,454,503,1826,11857,15370,30,245,442,2231,4719,4799,4832,3380,6588,47,31,66,2,169,NA,Ireland,2,0,2,0.2857142857142857,3,2.5714285714285716,6,6.714285714285714,12,17.428571428571427,12,15.285714285714286,11,12.571428571428571,12,11.428571428571429,5,6.142857142857143,6,5.857142857142857
2020-08-16,27309,3388,441,8510,2496,24,18,81,203,276,455,503,1827,11884,15395,30,247,450,2242,4728,4810,4836,3385,6590,47,31,66,2,170,NA,Ireland,1,0,0,0.2857142857142857,2,2.5714285714285716,8,7.285714285714286,11,16.857142857142858,9,15,11,13,4,10.714285714285714,5,6,2,6
2020-08-17,27493,3389,442,8523,2520,24,18,80,203,278,455,503,1827,11956,15508,29,251,464,2278,4774,4848,4868,3395,6594,47,30,67,2,171,NA,Ireland,1,1,-1,0.14285714285714285,4,2.857142857142857,14,8.714285714285714,36,20.285714285714285,46,21.571428571428573,38,17.857142857142858,32,14.714285714285714,10,7.285714285714286,4,6
2020-08-18,27540,3394,443,8527,2568,24,18,80,205,279,456,504,1827,11979,15533,28,253,468,2292,4782,4850,4875,3401,6598,47,30,67,2,172,NA,Ireland,5,1,-1,-0.14285714285714285,2,3,4,8.571428571428571,14,21.142857142857142,8,21.571428571428573,2,17.142857142857142,7,14.571428571428571,6,8.142857142857142,4,6.285714285714286
2020-08-19,27675,3393,443,8536,2577,24,18,80,204,279,456,503,1828,12033,15614,28,257,480,2329,4812,4873,4883,3416,6604,47,30,67,2,173,NA,Ireland,0,0,0,-0.14285714285714285,4,3.142857142857143,12,9.142857142857142,37,22.857142857142858,30,23.142857142857142,23,19,8,14.142857142857142,15,9,6,6.285714285714286
2020-08-20,27908,3394,443,8542,2570,24,18,80,204,279,456,503,1829,12072,15652,28,260,485,2347,4832,4883,4891,3426,6607,47,31,67,2,174,NA,Ireland,1,0,0,0,3,3.2857142857142856,5,9.428571428571429,18,23,20,24.428571428571427,10,18.571428571428573,8,14.285714285714286,10,10,3,5.714285714285714
2020-08-21,27908,3396,443,8550,2579,24,18,80,206,279,456,503,1829,12153,15727,28,270,495,2377,4868,4908,4912,3439,6618,46,31,67,2,175,NA,Ireland,2,0,0,0,10,4,10,8.428571428571429,30,22.571428571428573,36,23,25,17.142857142857142,21,13.142857142857142,13,9.142857142857142,11,5.142857142857143
2020-08-22,27969,3398,443,8553,2580,24,18,81,207,279,456,503,1829,12185,15757,27,271,499,2396,4878,4915,4924,3445,6619,46,31,66,2,176,NA,Ireland,2,0,-1,-0.42857142857142855,1,3.7142857142857144,4,8.142857142857142,19,23.571428571428573,10,22.714285714285715,7,16.571428571428573,12,13.142857142857142,6,9.285714285714286,1,4.428571428571429
2020-08-23,28109,3397,443,8562,2584,24,18,79,205,279,458,504,1829,12261,15821,27,274,507,2443,4904,4933,4937,3457,6633,46,31,66,2,177,NA,Ireland,0,0,0,-0.42857142857142855,3,3.857142857142857,8,8.142857142857142,47,28.714285714285715,26,25.142857142857142,18,17.571428571428573,13,14.428571428571429,12,10.285714285714286,14,6.142857142857143
2020-08-24,28199,3397,444,8567,2633,25,18,78,205,279,458,504,1829,12313,15857,29,277,518,2464,4918,4947,4952,3463,6639,46,30,66,2,178,NA,Ireland,0,1,2,0,3,3.7142857142857144,11,7.714285714285714,21,26.571428571428573,14,20.571428571428573,14,14.142857142857142,15,12,6,9.714285714285714,6,6.428571428571429
2020-08-25,28360,3386,444,8584,2649,25,18,79,204,278,454,502,1825,12395,15937,28,281,528,2503,4953,4964,4982,3475,6652,46,30,66,2,179,NA,Ireland,0,0,-1,0,4,4,10,8.571428571428571,39,30.142857142857142,35,24.428571428571427,17,16.285714285714285,30,15.285714285714286,12,10.571428571428571,13,7.714285714285714
2020-08-26,28451,3384,446,8598,2656,25,18,80,205,279,454,501,1821,12446,15977,28,285,537,2521,4968,4982,4995,3484,6657,46,30,67,2,180,NA,Ireland,0,2,0,0,4,4,9,8.142857142857142,18,27.428571428571427,15,22.285714285714285,18,15.571428571428571,13,16,9,9.714285714285714,5,7.571428571428571
2020-08-27,28578,3386,446,8608,2734,25,18,78,205,280,454,502,1823,12517,16034,27,286,549,2554,4996,5009,5009,3491,6661,46,30,67,2,181,NA,Ireland,2,0,-1,-0.14285714285714285,1,3.7142857142857144,12,9.142857142857142,33,29.571428571428573,28,23.428571428571427,27,18,14,16.857142857142858,7,9.285714285714286,4,7.714285714285714
2020-08-28,28718,3394,446,8621,2741,25,18,79,208,280,456,504,1823,12589,16101,28,290,560,2579,5025,5036,5028,3503,6674,46,30,66,2,182,NA,Ireland,8,0,1,0,4,2.857142857142857,11,9.285714285714286,25,28.857142857142858,29,22.428571428571427,27,18.285714285714285,19,16.571428571428573,12,9.142857142857142,13,8
2020-08-29,28758,3400,446,8628,2741,26,19,81,208,280,456,505,1824,12607,16123,28,293,562,2591,5031,5041,5035,3505,6677,46,30,66,2,183,NA,Ireland,6,0,0,0.14285714285714285,3,3.142857142857143,2,9,12,27.857142857142858,6,21.857142857142858,5,18,7,15.857142857142858,2,8.571428571428571,3,8.285714285714286
2020-08-30,28808,3405,446,8637,2733,26,19,81,209,282,457,505,1825,12632,16148,28,294,567,2602,5041,5052,5038,3514,6677,46,30,67,2,184,NA,Ireland,5,0,0,0.14285714285714285,1,2.857142857142857,5,8.571428571428571,11,22.714285714285715,10,19.571428571428573,11,17,3,14.428571428571429,9,8.142857142857142,0,6.285714285714286
2020-08-31,29025,3411,447,8660,2783,27,19,82,210,281,457,505,1829,12736,16261,28,301,590,2650,5083,5084,5067,3529,6698,46,30,67,2,185,NA,Ireland,6,1,0,-0.14285714285714285,7,3.4285714285714284,23,10.285714285714286,48,26.571428571428573,42,23.571428571428573,32,19.571428571428573,29,16.428571428571427,15,9.428571428571429,21,8.428571428571429
2020-09-01,29111,3415,447,8678,2810,26,19,82,210,280,458,504,1835,12774,16309,28,303,602,2675,5094,5089,5078,3536,6711,46,30,67,2,186,NA,Ireland,4,0,0,0,2,3.142857142857143,12,10.571428571428571,25,24.571428571428573,11,20.142857142857142,5,17.857142857142858,11,13.714285714285714,7,8.714285714285714,13,8.428571428571429
2020-09-02,29205,3412,447,8695,2826,25,19,80,210,278,458,503,1838,12827,16350,28,307,612,2694,5109,5105,5087,3545,6722,46,30,67,2,187,NA,Ireland,0,0,0,0,4,3.142857142857143,10,10.714285714285714,19,24.714285714285715,15,20.142857142857142,16,17.571428571428573,9,13.142857142857142,9,8.714285714285714,11,9.285714285714286
2020-09-03,29303,3418,448,8719,2848,26,20,81,209,278,458,504,1841,12875,16400,28,315,622,2713,5127,5115,5101,3554,6732,46,30,67,2,188,NA,Ireland,6,1,0,0.14285714285714285,8,4.142857142857143,10,10.428571428571429,19,22.714285714285715,18,18.714285714285715,10,15.142857142857142,14,13.142857142857142,9,9,10,10.142857142857142
2020-09-04,29534,3424,448,8742,2865,26,20,83,209,278,458,505,1844,12990,16514,30,321,636,2761,5178,5157,5129,3571,6757,46,30,66,2,189,NA,Ireland,6,0,2,0.2857142857142857,6,4.428571428571429,14,10.857142857142858,48,26,51,21.857142857142858,42,17.285714285714285,28,14.428571428571429,17,9.714285714285714,25,11.857142857142858
2020-09-05,29672,3427,448,8771,2878,26,20,83,209,278,459,505,1846,13049,16593,30,328,640,2792,5203,5183,5148,3581,6773,46,30,66,2,190,NA,Ireland,3,0,0,0.2857142857142857,7,5,4,11.142857142857142,31,28.714285714285715,25,24.571428571428573,26,20.285714285714285,19,16.142857142857142,10,10.857142857142858,16,13.714285714285714
2020-09-06,29773,3429,449,8780,2885,26,19,84,209,278,460,505,1847,13093,16650,30,333,649,2816,5221,5203,5159,3588,6780,46,30,67,2,191,NA,Ireland,2,1,0,0.2857142857142857,5,5.571428571428571,9,11.714285714285714,24,30.571428571428573,18,25.714285714285715,20,21.571428571428573,11,17.285714285714285,7,10.571428571428571,7,14.714285714285714
2020-09-07,30080,3434,450,8805,2908,26,19,85,209,278,461,505,1850,13254,16796,30,349,681,2877,5283,5255,5193,3619,6799,46,30,67,2,192,NA,Ireland,5,1,0,0.2857142857142857,16,6.857142857142857,32,13,61,32.42857142857143,62,28.571428571428573,52,24.428571428571427,34,18,31,12.857142857142858,19,14.428571428571429
2020-09-08,30164,3435,450,8815,2933,26,19,84,209,278,461,505,1852,13286,16848,30,358,690,2890,5298,5265,5203,3622,6814,45,30,67,2,193,NA,Ireland,1,0,0,0.2857142857142857,9,7.857142857142857,9,12.571428571428571,13,30.714285714285715,15,29.142857142857142,10,25.142857142857142,10,17.857142857142858,3,12.285714285714286,15,14.714285714285714
2020-09-09,30361,3440,450,8837,2954,27,19,84,209,278,462,507,1853,13388,16941,32,361,719,2914,5337,5290,5236,3638,6842,45,30,67,2,194,NA,Ireland,5,0,2,0.5714285714285714,3,7.714285714285714,29,15.285714285714286,24,31.428571428571427,39,32.57142857142857,25,26.428571428571427,33,21.285714285714285,16,13.285714285714286,28,17.142857142857142
2020-09-10,30571,3445,450,8862,2985,27,19,84,211,278,463,508,1854,13488,17050,32,371,732,2961,5383,5327,5258,3659,6856,45,30,67,2,195,NA,Ireland,5,0,0,0.5714285714285714,10,8,13,15.714285714285714,47,35.42857142857143,46,36.57142857142857,37,30.285714285714285,22,22.428571428571427,21,15,14,17.714285714285715
2020-09-11,30730,3451,450,8875,3028,28,19,84,211,278,464,509,1857,13558,17139,24,379,746,2991,5411,5350,5282,3681,6886,45,30,66,2,196,NA,Ireland,6,0,-8,-0.8571428571428571,8,8.285714285714286,14,15.714285714285714,30,32.857142857142854,28,33.285714285714285,23,27.571428571428573,24,21.857142857142858,22,15.714285714285714,30,18.428571428571427
2020-09-12,30984,3457,450,8889,3035,29,19,85,212,278,465,510,1858,13689,17262,33,388,772,3046,5458,5386,5306,3705,6899,45,30,66,2,197,NA,Ireland,6,0,9,0.42857142857142855,9,8.571428571428571,26,18.857142857142858,55,36.285714285714285,47,36.42857142857143,36,29,24,22.571428571428573,24,17.714285714285715,13,18
2020-09-13,31190,3462,451,8902,3035,29,19,85,212,279,467,510,1860,13785,17372,33,391,782,3111,5480,5413,5343,3732,6914,45,30,66,2,198,NA,Ireland,5,1,0,0.42857142857142855,3,8.285714285714286,10,19,65,42.142857142857146,22,37,27,30,37,26.285714285714285,27,20.571428571428573,15,19.142857142857142
2020-09-14,31551,3469,452,8922,3074,29,19,85,213,279,466,512,1865,13974,17544,33,402,818,3203,5530,5452,5395,3771,6956,45,30,66,2,199,NA,Ireland,7,1,0,0.42857142857142855,11,7.571428571428571,36,19.571428571428573,92,46.57142857142857,50,35.285714285714285,39,28.142857142857142,52,28.857142857142858,39,21.714285714285715,42,22.428571428571427
2020-09-15,31783,3477,454,8943,3156,29,19,87,212,279,468,512,1870,14083,17667,33,413,846,3253,5568,5475,5431,3797,6976,45,30,67,2,200,NA,Ireland,8,2,0,0.42857142857142855,11,7.857142857142857,28,22.285714285714285,50,51.857142857142854,38,38.57142857142857,23,30,36,32.57142857142857,26,25,20,23.142857142857142
2020-09-16,32018,3490,455,8959,3252,29,19,88,212,280,470,513,1878,14200,17785,33,428,864,3286,5610,5510,5466,3825,7005,45,29,67,2,201,NA,Ireland,13,1,0,0.14285714285714285,15,9.571428571428571,18,20.714285714285715,33,53.142857142857146,42,39,35,31.428571428571427,35,32.857142857142854,28,26.714285714285715,29,23.285714285714285
2020-09-17,32264,3500,457,8968,3433,29,19,88,212,280,471,515,1885,14340,17890,34,434,889,3345,5648,5554,5501,3840,7029,45,29,67,2,202,NA,Ireland,10,2,1,0.2857142857142857,6,9,25,22.428571428571427,59,54.857142857142854,38,37.857142857142854,44,32.42857142857143,35,34.714285714285715,15,25.857142857142858,24,24.714285714285715
2020-09-18,32537,3514,458,8990,3489,30,19,90,212,281,474,519,1888,14481,18019,34,442,909,3411,5687,5600,5536,3875,7053,45,29,67,2,203,NA,Ireland,14,1,0,1.4285714285714286,8,9,20,23.285714285714285,66,60,39,39.42857142857143,46,35.714285714285715,35,36.285714285714285,35,27.714285714285715,24,23.857142857142858
2020-09-19,32933,3524,460,9011,3499,31,19,89,212,282,474,518,1898,14656,18245,32,456,933,3504,5763,5671,5591,3896,7095,45,29,67,2,204,NA,Ireland,10,2,-2,-0.14285714285714285,14,9.714285714285714,24,23,93,65.42857142857143,76,43.57142857142857,71,40.714285714285715,55,40.714285714285715,21,27.285714285714285,42,28
2020-09-20,33110,3535,462,9030,3521,30,18,89,212,285,477,523,1900,14747,18335,28,460,948,3542,5807,5694,5615,3907,7113,45,29,67,2,205,NA,Ireland,11,2,-4,-0.7142857142857143,4,9.857142857142858,15,23.714285714285715,38,61.57142857142857,44,46.714285714285715,23,40.142857142857146,24,38.857142857142854,11,25,18,28.428571428571427
2020-09-21,33440,3548,467,9054,3595,29,18,90,212,287,480,527,1904,14904,18507,28,471,986,3624,5851,5745,5651,3937,7141,45,29,68,2,206,NA,Ireland,13,5,0,-0.7142857142857143,11,9.857142857142858,38,24,82,60.142857142857146,44,45.857142857142854,51,41.857142857142854,36,36.57142857142857,30,23.714285714285715,28,26.428571428571427
2020-09-22,33669,3552,467,9069,3699,28,18,91,214,288,480,528,1904,15016,18624,29,471,1000,3701,5896,5774,5679,3963,7160,44,29,68,2,207,NA,Ireland,4,0,1,-0.5714285714285714,0,8.285714285714286,14,22,77,64,45,46.857142857142854,29,42.714285714285715,28,35.42857142857143,26,23.714285714285715,19,26.285714285714285
2020-09-23,33988,3560,468,9091,3795,28,18,91,214,288,481,530,1909,15182,18777,29,479,1020,3767,5950,5829,5734,3993,7191,44,29,68,2,208,NA,Ireland,8,1,0,-0.5714285714285714,8,7.285714285714286,20,22.285714285714285,66,68.71428571428571,54,48.57142857142857,55,45.57142857142857,55,38.285714285714285,30,24,31,26.571428571428573
2020-09-24,34312,3566,469,9104,3874,28,18,91,213,290,482,532,1911,15342,18941,29,483,1042,3853,6019,5872,5774,4026,7217,44,29,68,2,209,NA,Ireland,6,1,0,-0.7142857142857143,4,7,22,21.857142857142858,86,72.57142857142857,69,53,43,45.42857142857143,40,39,33,26.571428571428573,26,26.857142857142858
2020-09-25,34561,3575,469,9111,3948,29,19,91,215,290,482,534,1914,15474,19057,29,491,1063,3917,6068,5898,5807,4050,7241,44,29,68,2,210,NA,Ireland,9,0,0,-0.7142857142857143,8,7,21,22,64,72.28571428571429,49,54.42857142857143,26,42.57142857142857,33,38.714285714285715,24,25,24,26.857142857142858
2020-09-26,34987,3583,469,9128,3961,29,20,92,217,290,482,536,1916,15693,19265,29,500,1097,4029,6159,5958,5855,4078,7285,44,29,67,2,211,NA,Ireland,8,0,0,-0.42857142857142855,9,6.285714285714286,34,23.428571428571427,112,75,91,56.57142857142857,60,41,48,37.714285714285715,28,26,44,27.142857142857142
2020-09-27,35376,3593,468,9153,3971,29,20,92,217,291,485,539,1919,15881,19464,31,507,1122,4128,6234,6008,5918,4116,7318,44,29,68,2,212,NA,Ireland,10,0,2,0.42857142857142855,7,6.714285714285714,25,24.857142857142858,99,83.71428571428571,75,61,50,44.857142857142854,63,43.285714285714285,38,29.857142857142858,33,29.285714285714285
2020-09-28,35726,3600,470,9183,4055,29,20,93,217,293,486,543,1918,16046,19649,31,516,1138,4221,6286,6060,5970,4156,7355,44,29,68,2,213,NA,Ireland,7,2,0,0.42857142857142855,9,6.428571428571429,16,21.714285714285715,93,85.28571428571429,52,62.142857142857146,52,45,52,45.57142857142857,40,31.285714285714285,37,30.571428571428573
