Date,CovidCasesConfirmed,HospitalisedCovidCases,RequiringICUCovidCases,HealthcareWorkersCovidCases,ClustersNotified,HospitalisedAged5,HospitalisedAged5to14,HospitalisedAged15to24,HospitalisedAged25to34,HospitalisedAged35to44,HospitalisedAged45to54,HospitalisedAged55to64,HospitalisedAged65up,Male,Female,Unknown,Aged1to4,Aged5to14,Aged15to24,Aged25to34,Aged35to44,Aged45to54,Aged55to64,Aged65up,Median_Age,CommunityTransmission,CloseContact,TravelAbroad,FID,province,country,Admissions,ICU,Un_known,Un_known.D7,Age.1_4,Age.D7.1_4,Age.5_14,Age.D7.5_14,Age.15_24,Age.D7.15_24,Age.25_34,Age.D7.25_34,Age.35_44,Age.D7.35_44,Age.45_54,Age.D7.45_54,Age.55_64,Age.D7.55_64,Age.65plus,Age.D7.65plus
2020-09-29,36155,3617,473,9221,4138,31,23,95,218,295,489,541,1924,16249,19875,31,533,1164,4330,6355,6116,6030,4204,7399,44,29,68,2,214,NA,Ireland,17,3,0,0.2857142857142857,17,8.857142857142858,26,23.428571428571427,109,89.85714285714286,69,65.57142857142857,56,48.857142857142854,60,50.142857142857146,48,34.42857142857143,44,34.142857142857146
2020-09-30,36593,3631,475,9254,4237,31,24,96,219,295,490,541,1934,16471,20091,31,541,1187,4426,6443,6196,6085,4256,7435,44,28,68,2,215,NA,Ireland,14,2,0,0.2857142857142857,8,8.857142857142858,23,23.857142857142858,96,94.14285714285714,88,70.42857142857143,80,52.42857142857143,55,50.142857142857146,52,37.57142857142857,36,34.857142857142854
2020-10-01,37057,3643,474,9294,4330,31,26,99,220,295,491,541,1939,16694,20329,34,553,1221,4539,6520,6276,6162,4296,7466,44,28,68,2,216,NA,Ireland,12,0,3,0.7142857142857143,12,10,34,25.571428571428573,113,98,77,71.57142857142857,80,57.714285714285715,77,55.42857142857143,40,38.57142857142857,31,35.57142857142857
2020-10-02,37888,3653,474,9318,4423,33,26,100,221,297,493,543,1939,17009,20622,37,571,1262,4694,6622,6375,6239,4364,7517,43,29,68,2,217,NA,Ireland,10,0,3,1.1428571428571428,18,11.428571428571429,41,28.428571428571427,155,111,102,79.14285714285714,99,68.14285714285714,77,61.714285714285715,68,44.857142857142854,51,39.42857142857143
2020-10-03,38031,3678,475,9342,4443,34,27,103,230,300,492,548,1943,17204,20789,38,583,1281,4789,6709,6430,6279,4399,7537,43,28,67,2,218,NA,Ireland,25,1,1,1.2857142857142858,12,11.857142857142858,19,26.285714285714285,95,108.57142857142857,87,78.57142857142857,55,67.42857142857143,40,60.57142857142857,35,45.857142857142854,20,36
2020-10-04,38541,3676,476,9387,4457,34,27,101,222,299,494,549,1949,17452,21051,24,596,1323,4915,6788,6518,6355,4439,7582,43,28,68,2,219,NA,Ireland,0,1,-14,-1,13,12.714285714285714,42,28.714285714285715,126,112.42857142857143,79,79.14285714285714,88,72.85714285714286,76,62.42857142857143,40,46.142857142857146,45,37.714285714285715
2020-10-05,38973,3701,478,9434,4554,34,27,102,223,300,496,559,1959,17670,21265,38,606,1353,5030,6847,6574,6418,4498,7623,43,28,68,2,220,NA,Ireland,25,2,14,1,10,12.857142857142858,30,30.714285714285715,115,115.57142857142857,59,80.14285714285714,56,73.42857142857143,63,64,59,48.857142857142854,41,38.285714285714285
2020-10-06,39580,3729,482,9490,4651,35,27,105,227,303,499,562,1970,17972,21568,40,624,1393,5181,6938,6633,6489,4575,7723,43,28,68,2,221,NA,Ireland,28,4,2,1.2857142857142858,18,13,40,32.714285714285715,151,121.57142857142857,91,83.28571428571429,59,73.85714285714286,71,65.57142857142857,77,53,100,46.285714285714285
2020-10-07,40086,3755,484,9536,4795,35,29,105,229,305,499,568,1984,18212,21833,41,636,1418,5331,7016,6694,6560,4624,7783,43,28,68,2,222,NA,Ireland,26,2,1,1.4285714285714286,12,13.571428571428571,25,33,150,129.28571428571428,78,81.85714285714286,61,71.14285714285714,71,67.85714285714286,49,52.57142857142857,60,49.714285714285715
2020-10-08,40702,3769,489,9572,4904,36,30,106,229,307,500,568,1992,18524,22141,37,653,1465,5519,7126,6786,6636,4673,7820,43,28,68,2,223,NA,Ireland,14,5,-4,0.42857142857142855,17,14.285714285714286,47,34.857142857142854,188,140,110,86.57142857142857,92,72.85714285714286,76,67.71428571428571,49,53.857142857142854,37,50.57142857142857
2020-10-09,41714,3794,491,9603,4947,37,32,107,234,309,503,567,2004,19035,22637,42,684,1528,5816,7332,6910,6776,4762,7881,42,28,67,2,224,NA,Ireland,25,2,5,0.7142857142857143,31,16.142857142857142,63,38,297,160.28571428571428,206,101.42857142857143,124,76.42857142857143,140,76.71428571428571,89,56.857142857142854,61,52
2020-10-10,42526,3822,491,9628,4957,39,32,107,237,308,503,569,2025,19466,23017,43,704,1589,6030,7480,7031,6870,4837,7956,42,28,66,2,225,NA,Ireland,28,0,1,0.7142857142857143,20,17.285714285714285,61,44,214,177.28571428571428,148,110.14285714285714,121,85.85714285714286,94,84.42857142857143,75,62.57142857142857,75,59.857142857142854
2020-10-11,43348,3848,502,9682,4955,38,31,109,241,309,507,573,2038,19895,23409,44,727,1645,6254,7646,7130,6983,4910,8024,42,28,66,2,226,NA,Ireland,26,11,1,2.857142857142857,23,18.714285714285715,56,46,224,191.28571428571428,166,122.57142857142857,99,87.42857142857143,113,89.71428571428571,73,67.28571428571429,68,63.142857142857146
2020-10-12,44158,3877,503,9719,5022,38,31,113,246,313,508,581,2045,20315,23799,44,747,1701,6499,7790,7228,7077,4990,8097,42,27,66,2,227,NA,Ireland,29,1,0,0.8571428571428571,20,20.142857142857142,56,49.714285714285715,245,209.85714285714286,144,134.71428571428572,98,93.42857142857143,94,94.14285714285714,80,70.28571428571429,73,67.71428571428571
2020-10-13,45224,3916,505,9792,5173,41,31,115,248,315,513,586,2065,20837,24342,45,772,1769,6814,7974,7378,7204,5094,8191,42,27,66,2,228,NA,Ireland,39,2,1,0.7142857142857143,25,21.142857142857142,68,53.714285714285715,315,233.28571428571428,184,148,150,106.42857142857143,127,102.14285714285714,104,74.14285714285714,94,66.85714285714286
2020-10-14,46427,3936,508,9839,5265,41,31,118,250,315,518,588,2073,21450,24931,46,809,1860,7148,8184,7555,7369,5204,8270,41,27,66,2,229,NA,Ireland,20,3,1,0.7142857142857143,37,24.714285714285715,91,63.142857142857146,334,259.57142857142856,210,166.85714285714286,177,123,165,115.57142857142857,110,82.85714285714286,79,69.57142857142857
2020-10-15,47402,3956,510,9870,5423,41,31,118,253,319,520,591,2081,21917,25439,46,848,1953,7408,8337,7709,7490,5303,8328,41,27,65,2,230,NA,Ireland,20,2,0,1.2857142857142858,39,27.857142857142858,93,69.71428571428571,260,269.85714285714283,153,173,154,131.85714285714286,121,122,99,90,58,72.57142857142857
2020-10-16,48679,3980,511,9898,5568,41,33,120,253,322,519,595,2095,22561,26071,47,879,2047,7774,8541,7890,7670,5437,8415,41,27,64,2,231,NA,Ireland,24,1,1,0.7142857142857143,31,27.857142857142858,94,74.14285714285714,366,279.7142857142857,204,172.71428571428572,181,140,180,127.71428571428571,134,96.42857142857143,87,76.28571428571429
2020-10-17,49962,3997,513,9917,5590,41,33,120,255,324,521,596,2105,23190,26724,48,924,2181,8080,8751,8072,7830,5564,8533,41,28,63,2,232,NA,Ireland,17,2,1,0.7142857142857143,45,31.428571428571427,134,84.57142857142857,306,292.85714285714283,210,181.57142857142858,182,148.71428571428572,160,137.14285714285714,127,103.85714285714286,118,82.42857142857143
2020-10-18,50987,4021,517,9973,5617,41,34,121,257,324,525,599,2118,23700,27240,47,962,2294,8349,8910,8212,7959,5669,8604,40,28,63,2,233,NA,Ireland,24,4,-1,0.42857142857142855,38,33.57142857142857,113,92.71428571428571,269,299.2857142857143,159,180.57142857142858,140,154.57142857142858,129,139.42857142857142,105,108.42857142857143,71,82.85714285714286
2020-10-19,52255,4055,519,10012,5765,42,36,123,261,327,528,605,2130,24311,27896,48,1013,2404,8667,9068,8370,8134,5841,8729,40,28,62,2,234,NA,Ireland,34,2,1,0.5714285714285714,51,38,110,100.42857142857143,318,309.7142857142857,158,182.57142857142858,158,163.14285714285714,175,151,172,121.57142857142857,125,90.28571428571429
2020-10-20,53410,4118,524,10086,5900,42,38,124,265,330,537,620,2160,24844,28517,49,1056,2508,8946,9241,8514,8293,5956,8867,40,28,62,2,235,NA,Ireland,63,5,1,0.5714285714285714,43,40.57142857142857,104,105.57142857142857,279,304.57142857142856,173,181,144,162.28571428571428,159,155.57142857142858,115,123.14285714285714,138,96.57142857142857
2020-10-21,54484,4163,528,10113,6000,42,38,128,268,334,546,626,2179,25382,29051,51,1111,2614,9174,9416,8665,8430,6052,8993,40,28,62,2,236,NA,Ireland,45,4,2,0.7142857142857143,55,43.142857142857146,106,107.71428571428571,228,289.42857142857144,175,176,151,158.57142857142858,137,151.57142857142858,96,121.14285714285714,126,103.28571428571429
2020-10-22,55249,4155,529,10142,6143,43,37,123,263,332,545,623,2187,25809,29387,53,1142,2687,9352,9523,8780,8543,6141,9052,40,28,63,2,237,NA,Ireland,0,1,2,1,31,42,73,104.85714285714286,178,277.7142857142857,107,169.42857142857142,115,153,113,150.42857142857142,89,119.71428571428571,59,103.42857142857143
2020-10-23,56103,4195,529,10154,6249,43,37,123,264,336,547,629,2214,26221,29829,53,1163,2777,9542,9649,8885,8665,6242,9151,40,28,62,2,238,NA,Ireland,40,0,0,0.8571428571428571,21,40.57142857142857,90,104.28571428571429,190,252.57142857142858,126,158.28571428571428,105,142.14285714285714,122,142.14285714285714,101,115,99,105.14285714285714
2020-10-24,57131,4210,529,10172,6257,43,37,124,264,337,548,631,2224,26734,30343,54,1218,2900,9786,9803,9037,8783,6350,9225,40,28,61,2,239,NA,Ireland,15,0,1,0.8571428571428571,55,42,123,102.71428571428571,244,243.71428571428572,154,150.28571428571428,152,137.85714285714286,118,136.14285714285714,108,112.28571428571429,74,98.85714285714286
2020-10-25,58047,4232,534,10203,6254,43,39,125,265,338,549,631,2240,27168,30826,53,1250,3016,9993,9934,9155,8905,6437,9328,40,29,61,2,240,NA,Ireland,22,5,-1,0.8571428571428571,32,41.142857142857146,116,103.14285714285714,207,234.85714285714286,131,146.28571428571428,118,134.71428571428572,122,135.14285714285714,87,109.71428571428571,103,103.42857142857143
2020-10-26,58759,4254,538,10241,6291,43,39,126,265,341,553,636,2249,27509,31196,54,1280,3083,10150,10043,9253,9017,6514,9390,40,29,61,2,241,NA,Ireland,22,4,1,0.8571428571428571,30,38.142857142857146,67,97,157,211.85714285714286,109,139.28571428571428,98,126.14285714285714,112,126.14285714285714,77,96.14285714285714,62,94.42857142857143
2020-10-27,59431,4302,539,10405,6372,44,39,128,268,347,561,643,2270,27830,31568,33,1317,3153,10284,10142,9353,9117,6580,9456,40,29,61,2,242,NA,Ireland,48,1,-21,-2.2857142857142856,37,37.285714285714285,70,92.14285714285714,134,191.14285714285714,99,128.71428571428572,100,119.85714285714286,100,117.71428571428571,66,89.14285714285714,66,84.14285714285714
2020-10-28,60287,4348,542,10440,6494,45,39,131,271,351,568,646,2295,28256,31998,33,1343,3254,10450,10269,9476,9241,6663,9561,39,30,61,2,243,NA,Ireland,46,3,0,-2.5714285714285716,26,33.142857142857146,101,91.42857142857143,166,182.28571428571428,127,121.85714285714286,123,115.85714285714286,124,115.85714285714286,83,87.28571428571429,105,81.14285714285714
2020-10-29,61040,4377,546,10472,6584,45,39,131,274,352,569,654,2311,28611,32393,36,1383,3339,10597,10369,9592,9349,6747,9634,39,30,61,2,244,NA,Ireland,29,4,3,-2.4285714285714284,40,34.42857142857143,85,93.14285714285714,147,177.85714285714286,100,120.85714285714286,116,116,108,115.14285714285714,84,86.57142857142857,73,83.14285714285714
2020-10-30,61450,4397,547,10493,6678,45,40,132,276,353,569,658,2322,28792,32622,36,1398,3377,10686,10439,9647,9409,6787,9677,39,31,60,2,245,NA,Ireland,20,1,0,-2.4285714285714284,15,33.57142857142857,38,85.71428571428571,89,163.42857142857142,70,112.85714285714286,55,108.85714285714286,60,106.28571428571429,40,77.85714285714286,43,75.14285714285714
2020-10-31,61996,4411,549,10519,6703,45,42,132,276,353,570,660,2331,29065,32894,37,1427,3464,10777,10500,9726,9487,6843,9742,39,31,60,1,246,NA,Ireland,14,2,1,-2.4285714285714284,29,29.857142857142858,87,80.57142857142857,91,141.57142857142858,61,99.57142857142857,79,98.42857142857143,78,100.57142857142857,56,70.42857142857143,65,73.85714285714286
2020-11-01,62726,4449,560,10583,6708,45,43,134,278,359,575,666,2347,29403,33288,35,1463,3548,10921,10623,9848,9596,6897,9800,39,31,61,1,247,NA,Ireland,38,11,-2,-2.5714285714285716,36,30.428571428571427,84,76,144,132.57142857142858,123,98.42857142857143,122,99,109,98.71428571428571,54,65.71428571428571,58,67.42857142857143
2020-11-02,63039,4490,564,10630,6850,46,45,136,281,361,579,673,2367,29556,33448,35,1479,3583,10964,10673,9902,9630,6925,9850,39,32,61,1,248,NA,Ireland,41,4,0,-2.7142857142857144,16,28.428571428571427,35,71.42857142857143,43,116.28571428571429,50,90,54,92.71428571428571,34,87.57142857142857,28,58.714285714285715,50,65.71428571428571
2020-11-03,63455,4528,567,10689,6945,47,45,140,282,363,587,676,2386,29748,33672,35,1502,3628,11016,10745,9960,9687,6979,9906,39,32,61,1,249,NA,Ireland,38,3,0,0.2857142857142857,23,26.428571428571427,45,67.85714285714286,52,104.57142857142857,72,86.14285714285714,58,86.71428571428571,57,81.42857142857143,54,57,56,64.28571428571429
2020-11-04,64038,4580,569,10757,7071,48,46,140,287,366,594,680,2417,30028,33976,34,1522,3670,11101,10850,10048,9781,7034,10000,39,32,62,1,250,NA,Ireland,52,2,-1,0.14285714285714285,20,25.571428571428573,42,59.42857142857143,85,93,105,83,88,81.71428571428571,94,77.14285714285714,55,53,94,62.714285714285715
2020-11-05,64520,4605,571,10827,7138,48,46,142,287,370,596,685,2429,30262,34218,40,1544,3721,11186,10946,10119,9844,7069,10059,39,32,62,1,251,NA,Ireland,25,2,6,0.5714285714285714,22,23,51,54.57142857142857,85,84.14285714285714,96,82.42857142857143,71,75.28571428571429,63,70.71428571428571,35,46,59,60.714285714285715
2020-11-06,64852,4630,571,10862,7241,48,46,143,290,374,596,689,2442,30416,34396,40,1553,3763,11231,10995,10184,9895,7106,10093,39,33,62,1,252,NA,Ireland,25,0,0,0.5714285714285714,9,22.142857142857142,42,55.142857142857146,45,77.85714285714286,49,79.42857142857143,65,76.71428571428571,51,69.42857142857143,37,45.57142857142857,34,59.42857142857143
2020-11-07,65389,4664,571,10906,7266,48,46,143,294,375,600,689,2467,30691,34657,41,1576,3809,11328,11090,10266,9971,7151,10166,39,33,62,1,253,NA,Ireland,34,0,1,0.5714285714285714,23,21.285714285714285,46,49.285714285714285,97,78.71428571428571,95,84.28571428571429,82,77.14285714285714,76,69.14285714285714,45,44,73,60.57142857142857
2020-11-08,65619,4676,575,10944,7313,48,47,143,295,378,601,690,2472,30827,34772,20,1577,3848,11382,11122,10305,10005,7169,10179,39,33,62,1,254,NA,Ireland,12,4,-21,-2.142857142857143,1,16.285714285714285,39,42.857142857142854,54,65.85714285714286,32,71.28571428571429,39,65.28571428571429,34,58.42857142857143,18,38.857142857142854,13,54.142857142857146
2020-11-09,65885,4744,585,11000,7412,51,47,146,300,386,607,696,2479,30951,34914,20,1587,3864,11426,11160,10345,10045,7190,10266,39,33,64,1,255,NA,Ireland,68,10,0,-2.142857142857143,10,15.428571428571429,16,40.142857142857146,44,66,38,69.57142857142857,40,63.285714285714285,40,59.285714285714285,21,37.857142857142854,87,59.42857142857143
2020-11-10,66237,4773,586,11075,7748,52,47,147,298,387,608,699,2533,31137,35080,20,1599,3893,11489,11207,10389,10117,7225,10286,39,32,64,1,256,NA,Ireland,29,1,0,-2.142857142857143,12,13.857142857142858,29,37.857142857142854,63,67.57142857142857,47,66,44,61.285714285714285,72,61.42857142857143,35,35.142857142857146,20,54.285714285714285
2020-11-11,66617,4808,589,11118,7955,52,48,149,300,387,613,703,2554,31328,35269,20,1613,3927,11572,11265,10447,10161,7256,10344,39,32,65,1,257,NA,Ireland,35,3,0,-2,14,13,34,36.714285714285715,83,67.28571428571429,58,59.285714285714285,58,57,44,54.285714285714285,31,31.714285714285715,58,49.142857142857146
2020-11-12,67070,4834,591,11193,8110,52,48,149,300,389,618,704,2572,31549,35501,20,1646,3971,11642,11344,10499,10224,7301,10411,39,32,65,1,258,NA,Ireland,26,2,0,-2.857142857142857,33,14.571428571428571,44,35.714285714285715,70,65.14285714285714,79,56.857142857142854,52,54.285714285714285,63,54.285714285714285,45,33.142857142857146,67,50.285714285714285
2020-11-13,67525,4854,591,11242,8235,52,49,150,300,392,619,704,2586,31758,35747,20,1663,4029,11728,11422,10575,10278,7347,10451,39,32,65,1,259,NA,Ireland,20,0,0,-2.857142857142857,17,15.714285714285714,58,38,86,71,78,61,76,55.857142857142854,54,54.714285714285715,46,34.42857142857143,40,51.142857142857146
2020-11-14,67900,4871,593,11283,8311,52,49,151,301,392,621,707,2596,31944,35934,22,1673,4069,11781,11485,10645,10329,7382,10504,39,32,65,1,260,NA,Ireland,17,2,2,-2.7142857142857144,10,13.857142857142858,40,37.142857142857146,53,64.71428571428571,63,56.42857142857143,70,54.142857142857146,51,51.142857142857146,35,33,53,48.285714285714285
2020-11-15,68320,4893,595,11380,8398,52,49,152,302,394,622,711,2609,32125,36174,21,1701,4107,11866,11557,10717,10392,7410,10538,39,32,65,1,261,NA,Ireland,22,2,-1,0.14285714285714285,28,17.714285714285715,38,37,85,69.14285714285714,72,62.142857142857146,72,58.857142857142854,63,55.285714285714285,28,34.42857142857143,34,51.285714285714285
2020-11-16,68679,4931,599,11457,8461,53,49,155,304,396,626,719,2627,32287,36371,21,1721,4144,11920,11609,10773,10449,7443,10588,39,32,65,1,262,NA,Ireland,38,4,0,0.14285714285714285,20,19.142857142857142,37,40,54,70.57142857142857,52,64.14285714285714,56,61.142857142857146,57,57.714285714285715,33,36.142857142857146,50,46
2020-11-17,69044,4954,600,11519,8530,53,49,156,307,396,629,720,2642,32449,36572,23,1735,4189,11989,11666,10828,10509,7476,10620,39,31,66,1,263,NA,Ireland,23,1,2,0.42857142857142855,14,19.428571428571427,45,42.285714285714285,69,71.42857142857143,57,65.57142857142857,55,62.714285714285715,60,56,33,35.857142857142854,32,47.714285714285715
2020-11-18,69472,5003,604,11565,8708,55,49,161,309,398,636,725,2668,32643,36805,24,1752,4223,12088,11735,10903,10559,7507,10673,39,31,66,1,264,NA,Ireland,49,4,1,0.5714285714285714,17,19.857142857142858,34,42.285714285714285,99,73.71428571428571,69,67.14285714285714,75,65.14285714285714,50,56.857142857142854,31,35.857142857142854,53,47
2020-11-19,69805,5032,604,11603,8873,55,50,163,311,400,638,727,2686,32818,36961,26,1760,4267,12145,11786,10960,10601,7535,10718,39,31,66,1,265,NA,Ireland,29,0,2,0.8571428571428571,8,16.285714285714285,44,42.285714285714285,57,71.85714285714286,51,63.142857142857146,57,65.85714285714286,42,53.857142857142854,28,33.42857142857143,45,43.857142857142854
2020-11-20,70143,5043,604,11637,9043,55,50,163,311,401,639,729,2693,32969,37145,29,1776,4310,12217,11840,11011,10650,7556,10750,39,31,66,1,266,NA,Ireland,11,0,3,1.2857142857142858,16,16.142857142857142,43,40.142857142857146,72,69.85714285714286,54,59.714285714285715,51,62.285714285714285,49,53.142857142857146,21,29.857142857142858,32,42.714285714285715
2020-11-21,70458,5053,604,11659,9062,55,50,163,311,403,640,730,2699,33121,37306,31,1789,4352,12309,11884,11052,10678,7587,10774,39,31,66,1,267,NA,Ireland,10,0,2,1.2857142857142858,13,16.571428571428573,42,40.42857142857143,92,75.42857142857143,44,57,41,58.142857142857146,28,49.857142857142854,31,29.285714285714285,24,38.57142857142857
2020-11-22,70704,5069,604,11675,9096,55,50,164,314,407,641,732,2704,33242,37431,31,1800,4384,12359,11915,11088,10717,7607,10801,39,31,67,1,268,NA,Ireland,16,0,0,1.4285714285714286,11,14.142857142857142,32,39.57142857142857,50,70.42857142857143,31,51.142857142857146,36,53,39,46.42857142857143,20,28.142857142857142,27,37.57142857142857
2020-11-23,70918,5117,614,11728,9134,55,50,164,314,410,645,738,2739,33350,37535,33,1801,4400,12399,11948,11121,10743,7627,10846,39,31,67,1,269,NA,Ireland,48,10,2,1.7142857142857142,1,11.428571428571429,16,36.57142857142857,40,68.42857142857143,33,48.42857142857143,33,49.714285714285715,26,42,20,26.285714285714285,45,36.857142857142854
2020-11-24,71159,5139,616,11763,9197,55,49,165,315,410,647,742,2754,33463,37663,33,1806,4433,12443,11983,11158,10774,7651,10878,39,30,67,1,270,NA,Ireland,22,2,0,1.4285714285714286,5,10.142857142857142,33,34.857142857142854,44,64.85714285714286,35,45.285714285714285,37,47.142857142857146,31,37.857142857142854,24,25,32,36.857142857142854
2020-11-25,71493,5158,619,11803,9345,56,49,166,315,412,651,744,2763,33625,37833,35,1819,4468,12506,12037,11205,10830,7679,10915,39,30,67,1,271,NA,Ireland,19,3,2,1.5714285714285714,13,9.571428571428571,35,35,63,59.714285714285715,54,43.142857142857146,47,43.142857142857146,56,38.714285714285715,28,24.571428571428573,37,34.57142857142857
2020-11-26,71699,5170,619,11840,9378,56,49,168,315,413,653,745,2769,33728,37940,31,1831,4493,12554,12059,11236,10864,7695,10933,39,31,67,1,272,NA,Ireland,12,0,-4,0.7142857142857143,12,10.142857142857142,25,32.285714285714285,48,58.42857142857143,22,39,31,39.42857142857143,34,37.57142857142857,16,22.857142857142858,18,30.714285714285715
2020-11-27,71942,5188,619,11852,9393,57,49,169,317,414,657,747,2776,33865,38044,33,1849,4519,12604,12093,11281,10889,7709,10964,39,31,67,1,273,NA,Ireland,18,0,2,0.5714285714285714,18,10.428571428571429,26,29.857142857142858,50,55.285714285714285,34,36.142857142857146,45,38.57142857142857,25,34.142857142857146,14,21.857142857142858,31,30.571428571428573
2020-11-28,72238,5212,619,11896,9400,57,50,170,321,417,659,748,2788,34021,38184,33,1865,4560,12646,12142,11332,10924,7737,10998,39,31,67,1,274,NA,Ireland,24,0,0,0.2857142857142857,16,10.857142857142858,41,29.714285714285715,42,48.142857142857146,49,36.857142857142854,51,40,35,35.142857142857146,28,21.428571428571427,34,32
2020-11-29,72529,5225,622,12002,9411,57,50,170,321,418,659,750,2798,34167,38328,34,1874,4592,12698,12192,11387,10967,7758,11033,39,30,67,1,275,NA,Ireland,13,3,1,0.42857142857142855,9,10.571428571428571,32,29.714285714285715,52,48.42857142857143,50,39.57142857142857,55,42.714285714285715,43,35.714285714285715,21,21.571428571428573,35,33.142857142857146
2020-11-30,72796,5240,624,12068,9538,56,50,170,324,419,662,750,2807,34298,38461,37,1887,4619,12753,12225,11431,11007,7779,11067,39,30,67,1,276,NA,Ireland,15,2,3,0.5714285714285714,13,12.285714285714286,27,31.285714285714285,55,50.57142857142857,33,39.57142857142857,44,44.285714285714285,40,37.714285714285715,21,21.714285714285715,34,31.571428571428573
2020-12-01,73045,5255,624,12110,9606,56,49,169,326,420,665,753,2815,34432,38582,31,1898,4650,12792,12260,11476,11039,7802,11100,39,30,67,1,277,NA,Ireland,15,0,-6,-0.2857142857142857,11,13.142857142857142,31,31,39,49.857142857142854,35,39.57142857142857,45,45.42857142857143,32,37.857142857142854,23,21.571428571428573,33,31.714285714285715
2020-12-02,73226,5278,623,12137,9640,56,49,169,329,420,666,758,2829,34512,38683,31,1904,4671,12821,12291,11499,11062,7823,11127,39,30,67,1,278,NA,Ireland,23,0,0,-0.5714285714285714,6,12.142857142857142,21,29,29,45,31,36.285714285714285,23,42,23,33.142857142857146,21,20.571428571428573,27,30.285714285714285
2020-12-03,73492,5296,628,12174,9700,57,50,170,332,421,666,761,2837,34646,38815,31,1915,4714,12860,12338,11537,11100,7843,11157,39,30,67,1,279,NA,Ireland,18,5,0,0,11,12,43,31.571428571428573,39,43.714285714285715,47,39.857142857142854,38,43,38,33.714285714285715,20,21.142857142857142,30,32
2020-12-04,73945,5325,628,12234,9722,57,50,170,333,423,668,763,2859,34865,39047,33,1931,4763,12916,12422,11598,11160,7891,11236,39,30,67,1,280,NA,Ireland,29,0,2,0,16,11.714285714285714,49,34.857142857142854,56,44.57142857142857,84,47,61,45.285714285714285,60,38.714285714285715,48,26,79,38.857142857142854
2020-12-05,74226,5332,630,12264,9746,58,51,171,333,422,668,763,2864,34986,39207,33,1959,4814,12948,12463,11630,11194,7912,11278,39,30,67,1,281,NA,Ireland,7,2,0,0,28,13.428571428571429,51,36.285714285714285,32,43.142857142857146,41,45.857142857142854,32,42.57142857142857,34,38.57142857142857,21,25,42,40
2020-12-06,74467,5343,630,12302,9824,58,51,171,333,424,668,765,2871,35099,39335,33,1972,4847,12976,12498,11673,11227,7935,11311,39,30,67,1,282,NA,Ireland,11,0,0,-0.14285714285714285,13,14,33,36.42857142857143,28,39.714285714285715,35,43.714285714285715,43,40.857142857142854,33,37.142857142857146,23,25.285714285714285,33,39.714285714285715
2020-12-07,74672,5360,633,12329,9878,58,51,172,334,424,668,766,2885,35189,39449,34,1977,4871,13003,12535,11705,11261,7960,11332,39,30,68,1,283,NA,Ireland,17,3,1,-0.42857142857142855,5,12.857142857142858,24,36,27,35.714285714285715,37,44.285714285714285,32,39.142857142857146,34,36.285714285714285,25,25.857142857142858,21,37.857142857142854
2020-12-08,74893,5380,638,12363,9983,58,52,173,335,425,670,769,2896,35285,39574,34,1986,4896,13039,12567,11744,11294,7979,11360,39,30,68,1,284,NA,Ireland,20,5,0,0.42857142857142855,9,12.571428571428571,25,35.142857142857146,36,35.285714285714285,32,43.857142857142854,39,38.285714285714285,33,36.42857142857143,19,25.285714285714285,28,37.142857142857146
2020-12-09,75195,5392,641,12399,10048,59,52,173,336,425,671,773,2901,35445,39716,34,1997,4937,13077,12614,11791,11338,8026,11387,39,30,68,1,285,NA,Ireland,12,3,0,0.42857142857142855,11,13.285714285714286,41,38,38,36.57142857142857,47,46.142857142857146,47,41.714285714285715,44,39.42857142857143,47,29,27,37.142857142857146
2020-12-10,75509,5409,641,12434,10090,59,52,176,338,425,673,773,2911,35593,39882,34,2011,4970,13133,12671,11844,11391,8048,11413,39,30,68,1,286,NA,Ireland,17,0,0,0.42857142857142855,14,13.714285714285714,33,36.57142857142857,56,39,57,47.57142857142857,53,43.857142857142854,53,41.57142857142857,22,29.285714285714285,26,36.57142857142857
2020-12-11,75756,5423,641,12459,10117,59,52,178,341,425,675,774,2917,35717,40004,35,2021,5001,13168,12722,11882,11431,8067,11436,39,30,68,1,287,NA,Ireland,14,0,1,0.2857142857142857,10,12.857142857142858,31,34,35,36,51,42.857142857142854,38,40.57142857142857,40,38.714285714285715,19,25.142857142857142,23,28.571428571428573
2020-12-12,76185,5435,641,12513,10150,59,52,179,343,424,677,777,2922,35915,40234,36,2039,5059,13242,12796,11943,11499,8100,11479,39,30,68,1,288,NA,Ireland,12,0,1,0.42857142857142855,18,11.428571428571429,58,35,74,42,74,47.57142857142857,61,44.714285714285715,68,43.57142857142857,33,26.857142857142858,43,28.714285714285715
2020-12-13,76447,5451,647,12557,10180,58,52,182,342,427,681,780,2927,36044,40367,36,2041,5098,13287,12833,11991,11531,8121,11517,39,30,68,1,289,NA,Ireland,16,6,0,0.42857142857142855,2,9.857142857142858,39,35.857142857142854,45,44.42857142857143,37,47.857142857142854,48,45.42857142857143,32,43.42857142857143,21,26.571428571428573,38,29.428571428571427
2020-12-14,76766,5489,649,12590,10207,58,52,182,343,430,685,788,2949,36202,40527,37,2046,5138,13347,12878,12048,11566,8159,11556,39,30,68,1,290,NA,Ireland,38,2,1,0.42857142857142855,5,9.857142857142858,40,38.142857142857146,60,49.142857142857146,45,49,57,49,35,43.57142857142857,38,28.428571428571427,39,32
