Date,FID,AgeType,AgeGroup,Cases
2020-09-03,188,Age.,5_14,10
2020-09-03,188,Age.D7.,5_14,10.428571428571429
2020-09-03,188,Age.,15_24,19
2020-09-03,188,Age.D7.,15_24,22.714285714285715
2020-09-03,188,Age.,25_34,18
2020-09-03,188,Age.D7.,25_34,18.714285714285715
2020-09-03,188,Age.,35_44,10
2020-09-03,188,Age.D7.,35_44,15.142857142857142
2020-09-03,188,Age.,45_54,14
2020-09-03,188,Age.D7.,45_54,13.142857142857142
2020-09-03,188,Age.,55_64,9
2020-09-03,188,Age.D7.,55_64,9
2020-09-03,188,Age.,65plus,10
2020-09-03,188,Age.D7.,65plus,10.142857142857142
2020-09-04,189,Age.,1_4,6
2020-09-04,189,Age.D7.,1_4,4.428571428571429
2020-09-04,189,Age.,5_14,14
2020-09-04,189,Age.D7.,5_14,10.857142857142858
2020-09-04,189,Age.,15_24,48
2020-09-04,189,Age.D7.,15_24,26
2020-09-04,189,Age.,25_34,51
2020-09-04,189,Age.D7.,25_34,21.857142857142858
2020-09-04,189,Age.,35_44,42
2020-09-04,189,Age.D7.,35_44,17.285714285714285
2020-09-04,189,Age.,45_54,28
2020-09-04,189,Age.D7.,45_54,14.428571428571429
2020-09-04,189,Age.,55_64,17
2020-09-04,189,Age.D7.,55_64,9.714285714285714
2020-09-04,189,Age.,65plus,25
2020-09-04,189,Age.D7.,65plus,11.857142857142858
2020-09-05,190,Age.,1_4,7
2020-09-05,190,Age.D7.,1_4,5
2020-09-05,190,Age.,5_14,4
2020-09-05,190,Age.D7.,5_14,11.142857142857142
2020-09-05,190,Age.,15_24,31
2020-09-05,190,Age.D7.,15_24,28.714285714285715
2020-09-05,190,Age.,25_34,25
2020-09-05,190,Age.D7.,25_34,24.571428571428573
2020-09-05,190,Age.,35_44,26
2020-09-05,190,Age.D7.,35_44,20.285714285714285
2020-09-05,190,Age.,45_54,19
2020-09-05,190,Age.D7.,45_54,16.142857142857142
2020-09-05,190,Age.,55_64,10
2020-09-05,190,Age.D7.,55_64,10.857142857142858
2020-09-05,190,Age.,65plus,16
2020-09-05,190,Age.D7.,65plus,13.714285714285714
2020-09-06,191,Age.,1_4,5
2020-09-06,191,Age.D7.,1_4,5.571428571428571
2020-09-06,191,Age.,5_14,9
2020-09-06,191,Age.D7.,5_14,11.714285714285714
2020-09-06,191,Age.,15_24,24
2020-09-06,191,Age.D7.,15_24,30.571428571428573
2020-09-06,191,Age.,25_34,18
2020-09-06,191,Age.D7.,25_34,25.714285714285715
2020-09-06,191,Age.,35_44,20
2020-09-06,191,Age.D7.,35_44,21.571428571428573
2020-09-06,191,Age.,45_54,11
2020-09-06,191,Age.D7.,45_54,17.285714285714285
2020-09-06,191,Age.,55_64,7
2020-09-06,191,Age.D7.,55_64,10.571428571428571
2020-09-06,191,Age.,65plus,7
2020-09-06,191,Age.D7.,65plus,14.714285714285714
2020-09-07,192,Age.,1_4,16
2020-09-07,192,Age.D7.,1_4,6.857142857142857
2020-09-07,192,Age.,5_14,32
2020-09-07,192,Age.D7.,5_14,13
2020-09-07,192,Age.,15_24,61
2020-09-07,192,Age.D7.,15_24,32.42857142857143
2020-09-07,192,Age.,25_34,62
2020-09-07,192,Age.D7.,25_34,28.571428571428573
2020-09-07,192,Age.,35_44,52
2020-09-07,192,Age.D7.,35_44,24.428571428571427
2020-09-07,192,Age.,45_54,34
2020-09-07,192,Age.D7.,45_54,18
2020-09-07,192,Age.,55_64,31
2020-09-07,192,Age.D7.,55_64,12.857142857142858
2020-09-07,192,Age.,65plus,19
2020-09-07,192,Age.D7.,65plus,14.428571428571429
2020-09-08,193,Age.,1_4,9
2020-09-08,193,Age.D7.,1_4,7.857142857142857
2020-09-08,193,Age.,5_14,9
2020-09-08,193,Age.D7.,5_14,12.571428571428571
2020-09-08,193,Age.,15_24,13
2020-09-08,193,Age.D7.,15_24,30.714285714285715
2020-09-08,193,Age.,25_34,15
2020-09-08,193,Age.D7.,25_34,29.142857142857142
2020-09-08,193,Age.,35_44,10
2020-09-08,193,Age.D7.,35_44,25.142857142857142
2020-09-08,193,Age.,45_54,10
2020-09-08,193,Age.D7.,45_54,17.857142857142858
2020-09-08,193,Age.,55_64,3
2020-09-08,193,Age.D7.,55_64,12.285714285714286
2020-09-08,193,Age.,65plus,15
2020-09-08,193,Age.D7.,65plus,14.714285714285714
2020-09-09,194,Age.,1_4,3
2020-09-09,194,Age.D7.,1_4,7.714285714285714
2020-09-09,194,Age.,5_14,29
2020-09-09,194,Age.D7.,5_14,15.285714285714286
2020-09-09,194,Age.,15_24,24
2020-09-09,194,Age.D7.,15_24,31.428571428571427
2020-09-09,194,Age.,25_34,39
2020-09-09,194,Age.D7.,25_34,32.57142857142857
2020-09-09,194,Age.,35_44,25
2020-09-09,194,Age.D7.,35_44,26.428571428571427
2020-09-09,194,Age.,45_54,33
2020-09-09,194,Age.D7.,45_54,21.285714285714285
2020-09-09,194,Age.,55_64,16
2020-09-09,194,Age.D7.,55_64,13.285714285714286
2020-09-09,194,Age.,65plus,28
2020-09-09,194,Age.D7.,65plus,17.142857142857142
2020-09-10,195,Age.,1_4,10
2020-09-10,195,Age.D7.,1_4,8
2020-09-10,195,Age.,5_14,13
2020-09-10,195,Age.D7.,5_14,15.714285714285714
2020-09-10,195,Age.,15_24,47
2020-09-10,195,Age.D7.,15_24,35.42857142857143
2020-09-10,195,Age.,25_34,46
2020-09-10,195,Age.D7.,25_34,36.57142857142857
2020-09-10,195,Age.,35_44,37
2020-09-10,195,Age.D7.,35_44,30.285714285714285
2020-09-10,195,Age.,45_54,22
2020-09-10,195,Age.D7.,45_54,22.428571428571427
2020-09-10,195,Age.,55_64,21
2020-09-10,195,Age.D7.,55_64,15
2020-09-10,195,Age.,65plus,14
2020-09-10,195,Age.D7.,65plus,17.714285714285715
2020-09-11,196,Age.,1_4,8
2020-09-11,196,Age.D7.,1_4,8.285714285714286
2020-09-11,196,Age.,5_14,14
2020-09-11,196,Age.D7.,5_14,15.714285714285714
2020-09-11,196,Age.,15_24,30
2020-09-11,196,Age.D7.,15_24,32.857142857142854
2020-09-11,196,Age.,25_34,28
2020-09-11,196,Age.D7.,25_34,33.285714285714285
2020-09-11,196,Age.,35_44,23
2020-09-11,196,Age.D7.,35_44,27.571428571428573
2020-09-11,196,Age.,45_54,24
2020-09-11,196,Age.D7.,45_54,21.857142857142858
2020-09-11,196,Age.,55_64,22
2020-09-11,196,Age.D7.,55_64,15.714285714285714
2020-09-11,196,Age.,65plus,30
2020-09-11,196,Age.D7.,65plus,18.428571428571427
2020-09-12,197,Age.,1_4,9
2020-09-12,197,Age.D7.,1_4,8.571428571428571
2020-09-12,197,Age.,5_14,26
2020-09-12,197,Age.D7.,5_14,18.857142857142858
2020-09-12,197,Age.,15_24,55
2020-09-12,197,Age.D7.,15_24,36.285714285714285
2020-09-12,197,Age.,25_34,47
2020-09-12,197,Age.D7.,25_34,36.42857142857143
2020-09-12,197,Age.,35_44,36
2020-09-12,197,Age.D7.,35_44,29
2020-09-12,197,Age.,45_54,24
2020-09-12,197,Age.D7.,45_54,22.571428571428573
2020-09-12,197,Age.,55_64,24
2020-09-12,197,Age.D7.,55_64,17.714285714285715
2020-09-12,197,Age.,65plus,13
2020-09-12,197,Age.D7.,65plus,18
2020-09-13,198,Age.,1_4,3
2020-09-13,198,Age.D7.,1_4,8.285714285714286
2020-09-13,198,Age.,5_14,10
2020-09-13,198,Age.D7.,5_14,19
2020-09-13,198,Age.,15_24,65
2020-09-13,198,Age.D7.,15_24,42.142857142857146
2020-09-13,198,Age.,25_34,22
2020-09-13,198,Age.D7.,25_34,37
2020-09-13,198,Age.,35_44,27
2020-09-13,198,Age.D7.,35_44,30
2020-09-13,198,Age.,45_54,37
2020-09-13,198,Age.D7.,45_54,26.285714285714285
2020-09-13,198,Age.,55_64,27
2020-09-13,198,Age.D7.,55_64,20.571428571428573
2020-09-13,198,Age.,65plus,15
2020-09-13,198,Age.D7.,65plus,19.142857142857142
2020-09-14,199,Age.,1_4,11
2020-09-14,199,Age.D7.,1_4,7.571428571428571
2020-09-14,199,Age.,5_14,36
2020-09-14,199,Age.D7.,5_14,19.571428571428573
2020-09-14,199,Age.,15_24,92
2020-09-14,199,Age.D7.,15_24,46.57142857142857
2020-09-14,199,Age.,25_34,50
2020-09-14,199,Age.D7.,25_34,35.285714285714285
2020-09-14,199,Age.,35_44,39
2020-09-14,199,Age.D7.,35_44,28.142857142857142
2020-09-14,199,Age.,45_54,52
2020-09-14,199,Age.D7.,45_54,28.857142857142858
2020-09-14,199,Age.,55_64,39
2020-09-14,199,Age.D7.,55_64,21.714285714285715
2020-09-14,199,Age.,65plus,42
2020-09-14,199,Age.D7.,65plus,22.428571428571427
2020-09-15,200,Age.,1_4,11
2020-09-15,200,Age.D7.,1_4,7.857142857142857
2020-09-15,200,Age.,5_14,28
2020-09-15,200,Age.D7.,5_14,22.285714285714285
2020-09-15,200,Age.,15_24,50
2020-09-15,200,Age.D7.,15_24,51.857142857142854
2020-09-15,200,Age.,25_34,38
2020-09-15,200,Age.D7.,25_34,38.57142857142857
2020-09-15,200,Age.,35_44,23
2020-09-15,200,Age.D7.,35_44,30
2020-09-15,200,Age.,45_54,36
2020-09-15,200,Age.D7.,45_54,32.57142857142857
2020-09-15,200,Age.,55_64,26
2020-09-15,200,Age.D7.,55_64,25
2020-09-15,200,Age.,65plus,20
2020-09-15,200,Age.D7.,65plus,23.142857142857142
2020-09-16,201,Age.,1_4,15
2020-09-16,201,Age.D7.,1_4,9.571428571428571
2020-09-16,201,Age.,5_14,18
2020-09-16,201,Age.D7.,5_14,20.714285714285715
2020-09-16,201,Age.,15_24,33
2020-09-16,201,Age.D7.,15_24,53.142857142857146
2020-09-16,201,Age.,25_34,42
2020-09-16,201,Age.D7.,25_34,39
2020-09-16,201,Age.,35_44,35
2020-09-16,201,Age.D7.,35_44,31.428571428571427
2020-09-16,201,Age.,45_54,35
2020-09-16,201,Age.D7.,45_54,32.857142857142854
2020-09-16,201,Age.,55_64,28
2020-09-16,201,Age.D7.,55_64,26.714285714285715
2020-09-16,201,Age.,65plus,29
2020-09-16,201,Age.D7.,65plus,23.285714285714285
2020-09-17,202,Age.,1_4,6
2020-09-17,202,Age.D7.,1_4,9
2020-09-17,202,Age.,5_14,25
2020-09-17,202,Age.D7.,5_14,22.428571428571427
2020-09-17,202,Age.,15_24,59
2020-09-17,202,Age.D7.,15_24,54.857142857142854
2020-09-17,202,Age.,25_34,38
2020-09-17,202,Age.D7.,25_34,37.857142857142854
2020-09-17,202,Age.,35_44,44
2020-09-17,202,Age.D7.,35_44,32.42857142857143
2020-09-17,202,Age.,45_54,35
2020-09-17,202,Age.D7.,45_54,34.714285714285715
2020-09-17,202,Age.,55_64,15
2020-09-17,202,Age.D7.,55_64,25.857142857142858
2020-09-17,202,Age.,65plus,24
2020-09-17,202,Age.D7.,65plus,24.714285714285715
2020-09-18,203,Age.,1_4,8
2020-09-18,203,Age.D7.,1_4,9
2020-09-18,203,Age.,5_14,20
2020-09-18,203,Age.D7.,5_14,23.285714285714285
2020-09-18,203,Age.,15_24,66
2020-09-18,203,Age.D7.,15_24,60
2020-09-18,203,Age.,25_34,39
2020-09-18,203,Age.D7.,25_34,39.42857142857143
2020-09-18,203,Age.,35_44,46
2020-09-18,203,Age.D7.,35_44,35.714285714285715
2020-09-18,203,Age.,45_54,35
2020-09-18,203,Age.D7.,45_54,36.285714285714285
2020-09-18,203,Age.,55_64,35
2020-09-18,203,Age.D7.,55_64,27.714285714285715
2020-09-18,203,Age.,65plus,24
2020-09-18,203,Age.D7.,65plus,23.857142857142858
2020-09-19,204,Age.,1_4,14
2020-09-19,204,Age.D7.,1_4,9.714285714285714
2020-09-19,204,Age.,5_14,24
2020-09-19,204,Age.D7.,5_14,23
2020-09-19,204,Age.,15_24,93
2020-09-19,204,Age.D7.,15_24,65.42857142857143
2020-09-19,204,Age.,25_34,76
2020-09-19,204,Age.D7.,25_34,43.57142857142857
2020-09-19,204,Age.,35_44,71
2020-09-19,204,Age.D7.,35_44,40.714285714285715
2020-09-19,204,Age.,45_54,55
2020-09-19,204,Age.D7.,45_54,40.714285714285715
2020-09-19,204,Age.,55_64,21
2020-09-19,204,Age.D7.,55_64,27.285714285714285
2020-09-19,204,Age.,65plus,42
2020-09-19,204,Age.D7.,65plus,28
2020-09-20,205,Age.,1_4,4
2020-09-20,205,Age.D7.,1_4,9.857142857142858
2020-09-20,205,Age.,5_14,15
2020-09-20,205,Age.D7.,5_14,23.714285714285715
2020-09-20,205,Age.,15_24,38
2020-09-20,205,Age.D7.,15_24,61.57142857142857
2020-09-20,205,Age.,25_34,44
2020-09-20,205,Age.D7.,25_34,46.714285714285715
2020-09-20,205,Age.,35_44,23
2020-09-20,205,Age.D7.,35_44,40.142857142857146
2020-09-20,205,Age.,45_54,24
2020-09-20,205,Age.D7.,45_54,38.857142857142854
2020-09-20,205,Age.,55_64,11
2020-09-20,205,Age.D7.,55_64,25
2020-09-20,205,Age.,65plus,18
2020-09-20,205,Age.D7.,65plus,28.428571428571427
2020-09-21,206,Age.,1_4,11
2020-09-21,206,Age.D7.,1_4,9.857142857142858
2020-09-21,206,Age.,5_14,38
2020-09-21,206,Age.D7.,5_14,24
2020-09-21,206,Age.,15_24,82
2020-09-21,206,Age.D7.,15_24,60.142857142857146
2020-09-21,206,Age.,25_34,44
2020-09-21,206,Age.D7.,25_34,45.857142857142854
2020-09-21,206,Age.,35_44,51
2020-09-21,206,Age.D7.,35_44,41.857142857142854
2020-09-21,206,Age.,45_54,36
2020-09-21,206,Age.D7.,45_54,36.57142857142857
2020-09-21,206,Age.,55_64,30
2020-09-21,206,Age.D7.,55_64,23.714285714285715
2020-09-21,206,Age.,65plus,28
2020-09-21,206,Age.D7.,65plus,26.428571428571427
2020-09-22,207,Age.,1_4,0
2020-09-22,207,Age.D7.,1_4,8.285714285714286
2020-09-22,207,Age.,5_14,14
2020-09-22,207,Age.D7.,5_14,22
2020-09-22,207,Age.,15_24,77
2020-09-22,207,Age.D7.,15_24,64
2020-09-22,207,Age.,25_34,45
2020-09-22,207,Age.D7.,25_34,46.857142857142854
2020-09-22,207,Age.,35_44,29
2020-09-22,207,Age.D7.,35_44,42.714285714285715
2020-09-22,207,Age.,45_54,28
2020-09-22,207,Age.D7.,45_54,35.42857142857143
2020-09-22,207,Age.,55_64,26
2020-09-22,207,Age.D7.,55_64,23.714285714285715
2020-09-22,207,Age.,65plus,19
2020-09-22,207,Age.D7.,65plus,26.285714285714285
2020-09-23,208,Age.,1_4,8
2020-09-23,208,Age.D7.,1_4,7.285714285714286
2020-09-23,208,Age.,5_14,20
2020-09-23,208,Age.D7.,5_14,22.285714285714285
2020-09-23,208,Age.,15_24,66
2020-09-23,208,Age.D7.,15_24,68.71428571428571
2020-09-23,208,Age.,25_34,54
2020-09-23,208,Age.D7.,25_34,48.57142857142857
2020-09-23,208,Age.,35_44,55
2020-09-23,208,Age.D7.,35_44,45.57142857142857
2020-09-23,208,Age.,45_54,55
2020-09-23,208,Age.D7.,45_54,38.285714285714285
2020-09-23,208,Age.,55_64,30
2020-09-23,208,Age.D7.,55_64,24
2020-09-23,208,Age.,65plus,31
2020-09-23,208,Age.D7.,65plus,26.571428571428573
2020-09-24,209,Age.,1_4,4
2020-09-24,209,Age.D7.,1_4,7
2020-09-24,209,Age.,5_14,22
2020-09-24,209,Age.D7.,5_14,21.857142857142858
2020-09-24,209,Age.,15_24,86
2020-09-24,209,Age.D7.,15_24,72.57142857142857
2020-09-24,209,Age.,25_34,69
2020-09-24,209,Age.D7.,25_34,53
2020-09-24,209,Age.,35_44,43
2020-09-24,209,Age.D7.,35_44,45.42857142857143
2020-09-24,209,Age.,45_54,40
2020-09-24,209,Age.D7.,45_54,39
2020-09-24,209,Age.,55_64,33
2020-09-24,209,Age.D7.,55_64,26.571428571428573
2020-09-24,209,Age.,65plus,26
2020-09-24,209,Age.D7.,65plus,26.857142857142858
2020-09-25,210,Age.,1_4,8
2020-09-25,210,Age.D7.,1_4,7
2020-09-25,210,Age.,5_14,21
2020-09-25,210,Age.D7.,5_14,22
2020-09-25,210,Age.,15_24,64
2020-09-25,210,Age.D7.,15_24,72.28571428571429
2020-09-25,210,Age.,25_34,49
2020-09-25,210,Age.D7.,25_34,54.42857142857143
2020-09-25,210,Age.,35_44,26
2020-09-25,210,Age.D7.,35_44,42.57142857142857
2020-09-25,210,Age.,45_54,33
2020-09-25,210,Age.D7.,45_54,38.714285714285715
2020-09-25,210,Age.,55_64,24
2020-09-25,210,Age.D7.,55_64,25
2020-09-25,210,Age.,65plus,24
2020-09-25,210,Age.D7.,65plus,26.857142857142858
2020-09-26,211,Age.,1_4,9
2020-09-26,211,Age.D7.,1_4,6.285714285714286
2020-09-26,211,Age.,5_14,34
2020-09-26,211,Age.D7.,5_14,23.428571428571427
2020-09-26,211,Age.,15_24,112
2020-09-26,211,Age.D7.,15_24,75
2020-09-26,211,Age.,25_34,91
2020-09-26,211,Age.D7.,25_34,56.57142857142857
2020-09-26,211,Age.,35_44,60
2020-09-26,211,Age.D7.,35_44,41
2020-09-26,211,Age.,45_54,48
2020-09-26,211,Age.D7.,45_54,37.714285714285715
2020-09-26,211,Age.,55_64,28
2020-09-26,211,Age.D7.,55_64,26
2020-09-26,211,Age.,65plus,44
2020-09-26,211,Age.D7.,65plus,27.142857142857142
2020-09-27,212,Age.,1_4,7
2020-09-27,212,Age.D7.,1_4,6.714285714285714
2020-09-27,212,Age.,5_14,25
2020-09-27,212,Age.D7.,5_14,24.857142857142858
2020-09-27,212,Age.,15_24,99
2020-09-27,212,Age.D7.,15_24,83.71428571428571
2020-09-27,212,Age.,25_34,75
2020-09-27,212,Age.D7.,25_34,61
2020-09-27,212,Age.,35_44,50
2020-09-27,212,Age.D7.,35_44,44.857142857142854
2020-09-27,212,Age.,45_54,63
2020-09-27,212,Age.D7.,45_54,43.285714285714285
2020-09-27,212,Age.,55_64,38
2020-09-27,212,Age.D7.,55_64,29.857142857142858
2020-09-27,212,Age.,65plus,33
2020-09-27,212,Age.D7.,65plus,29.285714285714285
2020-09-28,213,Age.,1_4,9
2020-09-28,213,Age.D7.,1_4,6.428571428571429
2020-09-28,213,Age.,5_14,16
2020-09-28,213,Age.D7.,5_14,21.714285714285715
2020-09-28,213,Age.,15_24,93
2020-09-28,213,Age.D7.,15_24,85.28571428571429
2020-09-28,213,Age.,25_34,52
2020-09-28,213,Age.D7.,25_34,62.142857142857146
2020-09-28,213,Age.,35_44,52
2020-09-28,213,Age.D7.,35_44,45
2020-09-28,213,Age.,45_54,52
2020-09-28,213,Age.D7.,45_54,45.57142857142857
2020-09-28,213,Age.,55_64,40
2020-09-28,213,Age.D7.,55_64,31.285714285714285
2020-09-28,213,Age.,65plus,37
2020-09-28,213,Age.D7.,65plus,30.571428571428573
2020-09-29,214,Age.,1_4,17
2020-09-29,214,Age.D7.,1_4,8.857142857142858
2020-09-29,214,Age.,5_14,26
2020-09-29,214,Age.D7.,5_14,23.428571428571427
2020-09-29,214,Age.,15_24,109
2020-09-29,214,Age.D7.,15_24,89.85714285714286
2020-09-29,214,Age.,25_34,69
2020-09-29,214,Age.D7.,25_34,65.57142857142857
2020-09-29,214,Age.,35_44,56
2020-09-29,214,Age.D7.,35_44,48.857142857142854
2020-09-29,214,Age.,45_54,60
2020-09-29,214,Age.D7.,45_54,50.142857142857146
2020-09-29,214,Age.,55_64,48
2020-09-29,214,Age.D7.,55_64,34.42857142857143
2020-09-29,214,Age.,65plus,44
2020-09-29,214,Age.D7.,65plus,34.142857142857146
2020-09-30,215,Age.,1_4,8
2020-09-30,215,Age.D7.,1_4,8.857142857142858
2020-09-30,215,Age.,5_14,23
2020-09-30,215,Age.D7.,5_14,23.857142857142858
2020-09-30,215,Age.,15_24,96
2020-09-30,215,Age.D7.,15_24,94.14285714285714
2020-09-30,215,Age.,25_34,88
2020-09-30,215,Age.D7.,25_34,70.42857142857143
2020-09-30,215,Age.,35_44,80
2020-09-30,215,Age.D7.,35_44,52.42857142857143
2020-09-30,215,Age.,45_54,55
2020-09-30,215,Age.D7.,45_54,50.142857142857146
2020-09-30,215,Age.,55_64,52
2020-09-30,215,Age.D7.,55_64,37.57142857142857
2020-09-30,215,Age.,65plus,36
2020-09-30,215,Age.D7.,65plus,34.857142857142854
2020-10-01,216,Age.,1_4,12
2020-10-01,216,Age.D7.,1_4,10
2020-10-01,216,Age.,5_14,34
2020-10-01,216,Age.D7.,5_14,25.571428571428573
2020-10-01,216,Age.,15_24,113
2020-10-01,216,Age.D7.,15_24,98
2020-10-01,216,Age.,25_34,77
2020-10-01,216,Age.D7.,25_34,71.57142857142857
2020-10-01,216,Age.,35_44,80
2020-10-01,216,Age.D7.,35_44,57.714285714285715
2020-10-01,216,Age.,45_54,77
2020-10-01,216,Age.D7.,45_54,55.42857142857143
2020-10-01,216,Age.,55_64,40
2020-10-01,216,Age.D7.,55_64,38.57142857142857
2020-10-01,216,Age.,65plus,31
2020-10-01,216,Age.D7.,65plus,35.57142857142857
2020-10-02,217,Age.,1_4,18
2020-10-02,217,Age.D7.,1_4,11.428571428571429
2020-10-02,217,Age.,5_14,41
2020-10-02,217,Age.D7.,5_14,28.428571428571427
2020-10-02,217,Age.,15_24,155
2020-10-02,217,Age.D7.,15_24,111
2020-10-02,217,Age.,25_34,102
2020-10-02,217,Age.D7.,25_34,79.14285714285714
2020-10-02,217,Age.,35_44,99
2020-10-02,217,Age.D7.,35_44,68.14285714285714
2020-10-02,217,Age.,45_54,77
2020-10-02,217,Age.D7.,45_54,61.714285714285715
2020-10-02,217,Age.,55_64,68
2020-10-02,217,Age.D7.,55_64,44.857142857142854
2020-10-02,217,Age.,65plus,51
2020-10-02,217,Age.D7.,65plus,39.42857142857143
2020-10-03,218,Age.,1_4,12
2020-10-03,218,Age.D7.,1_4,11.857142857142858
2020-10-03,218,Age.,5_14,19
2020-10-03,218,Age.D7.,5_14,26.285714285714285
2020-10-03,218,Age.,15_24,95
2020-10-03,218,Age.D7.,15_24,108.57142857142857
2020-10-03,218,Age.,25_34,87
2020-10-03,218,Age.D7.,25_34,78.57142857142857
2020-10-03,218,Age.,35_44,55
2020-10-03,218,Age.D7.,35_44,67.42857142857143
2020-10-03,218,Age.,45_54,40
2020-10-03,218,Age.D7.,45_54,60.57142857142857
2020-10-03,218,Age.,55_64,35
2020-10-03,218,Age.D7.,55_64,45.857142857142854
2020-10-03,218,Age.,65plus,20
2020-10-03,218,Age.D7.,65plus,36
2020-10-04,219,Age.,1_4,13
2020-10-04,219,Age.D7.,1_4,12.714285714285714
2020-10-04,219,Age.,5_14,42
2020-10-04,219,Age.D7.,5_14,28.714285714285715
2020-10-04,219,Age.,15_24,126
2020-10-04,219,Age.D7.,15_24,112.42857142857143
2020-10-04,219,Age.,25_34,79
2020-10-04,219,Age.D7.,25_34,79.14285714285714
2020-10-04,219,Age.,35_44,88
2020-10-04,219,Age.D7.,35_44,72.85714285714286
2020-10-04,219,Age.,45_54,76
2020-10-04,219,Age.D7.,45_54,62.42857142857143
2020-10-04,219,Age.,55_64,40
2020-10-04,219,Age.D7.,55_64,46.142857142857146
2020-10-04,219,Age.,65plus,45
2020-10-04,219,Age.D7.,65plus,37.714285714285715
2020-10-05,220,Age.,1_4,10
2020-10-05,220,Age.D7.,1_4,12.857142857142858
2020-10-05,220,Age.,5_14,30
2020-10-05,220,Age.D7.,5_14,30.714285714285715
2020-10-05,220,Age.,15_24,115
2020-10-05,220,Age.D7.,15_24,115.57142857142857
2020-10-05,220,Age.,25_34,59
2020-10-05,220,Age.D7.,25_34,80.14285714285714
2020-10-05,220,Age.,35_44,56
2020-10-05,220,Age.D7.,35_44,73.42857142857143
2020-10-05,220,Age.,45_54,63
2020-10-05,220,Age.D7.,45_54,64
2020-10-05,220,Age.,55_64,59
2020-10-05,220,Age.D7.,55_64,48.857142857142854
2020-10-05,220,Age.,65plus,41
2020-10-05,220,Age.D7.,65plus,38.285714285714285
2020-10-06,221,Age.,1_4,18
2020-10-06,221,Age.D7.,1_4,13
2020-10-06,221,Age.,5_14,40
2020-10-06,221,Age.D7.,5_14,32.714285714285715
2020-10-06,221,Age.,15_24,151
2020-10-06,221,Age.D7.,15_24,121.57142857142857
2020-10-06,221,Age.,25_34,91
2020-10-06,221,Age.D7.,25_34,83.28571428571429
2020-10-06,221,Age.,35_44,59
2020-10-06,221,Age.D7.,35_44,73.85714285714286
2020-10-06,221,Age.,45_54,71
2020-10-06,221,Age.D7.,45_54,65.57142857142857
2020-10-06,221,Age.,55_64,77
2020-10-06,221,Age.D7.,55_64,53
2020-10-06,221,Age.,65plus,100
2020-10-06,221,Age.D7.,65plus,46.285714285714285
2020-10-07,222,Age.,1_4,12
2020-10-07,222,Age.D7.,1_4,13.571428571428571
2020-10-07,222,Age.,5_14,25
2020-10-07,222,Age.D7.,5_14,33
2020-10-07,222,Age.,15_24,150
2020-10-07,222,Age.D7.,15_24,129.28571428571428
2020-10-07,222,Age.,25_34,78
2020-10-07,222,Age.D7.,25_34,81.85714285714286
2020-10-07,222,Age.,35_44,61
2020-10-07,222,Age.D7.,35_44,71.14285714285714
2020-10-07,222,Age.,45_54,71
2020-10-07,222,Age.D7.,45_54,67.85714285714286
2020-10-07,222,Age.,55_64,49
2020-10-07,222,Age.D7.,55_64,52.57142857142857
2020-10-07,222,Age.,65plus,60
2020-10-07,222,Age.D7.,65plus,49.714285714285715
2020-10-08,223,Age.,1_4,17
2020-10-08,223,Age.D7.,1_4,14.285714285714286
2020-10-08,223,Age.,5_14,47
2020-10-08,223,Age.D7.,5_14,34.857142857142854
2020-10-08,223,Age.,15_24,188
2020-10-08,223,Age.D7.,15_24,140
2020-10-08,223,Age.,25_34,110
2020-10-08,223,Age.D7.,25_34,86.57142857142857
2020-10-08,223,Age.,35_44,92
2020-10-08,223,Age.D7.,35_44,72.85714285714286
2020-10-08,223,Age.,45_54,76
2020-10-08,223,Age.D7.,45_54,67.71428571428571
2020-10-08,223,Age.,55_64,49
2020-10-08,223,Age.D7.,55_64,53.857142857142854
2020-10-08,223,Age.,65plus,37
2020-10-08,223,Age.D7.,65plus,50.57142857142857
2020-10-09,224,Age.,1_4,31
2020-10-09,224,Age.D7.,1_4,16.142857142857142
2020-10-09,224,Age.,5_14,63
2020-10-09,224,Age.D7.,5_14,38
2020-10-09,224,Age.,15_24,297
2020-10-09,224,Age.D7.,15_24,160.28571428571428
2020-10-09,224,Age.,25_34,206
2020-10-09,224,Age.D7.,25_34,101.42857142857143
2020-10-09,224,Age.,35_44,124
2020-10-09,224,Age.D7.,35_44,76.42857142857143
2020-10-09,224,Age.,45_54,140
2020-10-09,224,Age.D7.,45_54,76.71428571428571
2020-10-09,224,Age.,55_64,89
2020-10-09,224,Age.D7.,55_64,56.857142857142854
2020-10-09,224,Age.,65plus,61
2020-10-09,224,Age.D7.,65plus,52
2020-10-10,225,Age.,1_4,20
2020-10-10,225,Age.D7.,1_4,17.285714285714285
2020-10-10,225,Age.,5_14,61
2020-10-10,225,Age.D7.,5_14,44
2020-10-10,225,Age.,15_24,214
2020-10-10,225,Age.D7.,15_24,177.28571428571428
2020-10-10,225,Age.,25_34,148
2020-10-10,225,Age.D7.,25_34,110.14285714285714
2020-10-10,225,Age.,35_44,121
2020-10-10,225,Age.D7.,35_44,85.85714285714286
2020-10-10,225,Age.,45_54,94
2020-10-10,225,Age.D7.,45_54,84.42857142857143
2020-10-10,225,Age.,55_64,75
2020-10-10,225,Age.D7.,55_64,62.57142857142857
2020-10-10,225,Age.,65plus,75
2020-10-10,225,Age.D7.,65plus,59.857142857142854
2020-10-11,226,Age.,1_4,23
