Date,FID,AgeType,AgeGroup,Cases
2020-06-10,103,Age.D7.,55_64,0.7142857142857143
2020-06-10,103,Age.,65plus,2
2020-06-10,103,Age.D7.,65plus,2.857142857142857
2020-06-11,104,Age.,1_4,2
2020-06-11,104,Age.D7.,1_4,0.7142857142857143
2020-06-11,104,Age.,5_14,0
2020-06-11,104,Age.D7.,5_14,0
2020-06-11,104,Age.,15_24,1
2020-06-11,104,Age.D7.,15_24,2.4285714285714284
2020-06-11,104,Age.,25_34,2
2020-06-11,104,Age.D7.,25_34,2
2020-06-11,104,Age.,35_44,1
2020-06-11,104,Age.D7.,35_44,2.5714285714285716
2020-06-11,104,Age.,45_54,1
2020-06-11,104,Age.D7.,45_54,2.2857142857142856
2020-06-11,104,Age.,55_64,0
2020-06-11,104,Age.D7.,55_64,0.5714285714285714
2020-06-11,104,Age.,65plus,5
2020-06-11,104,Age.D7.,65plus,2.5714285714285716
2020-06-12,105,Age.,1_4,2
2020-06-12,105,Age.D7.,1_4,0.8571428571428571
2020-06-12,105,Age.,5_14,3
2020-06-12,105,Age.D7.,5_14,0.42857142857142855
2020-06-12,105,Age.,15_24,4
2020-06-12,105,Age.D7.,15_24,2.4285714285714284
2020-06-12,105,Age.,25_34,9
2020-06-12,105,Age.D7.,25_34,2.857142857142857
2020-06-12,105,Age.,35_44,9
2020-06-12,105,Age.D7.,35_44,3.142857142857143
2020-06-12,105,Age.,45_54,8
2020-06-12,105,Age.D7.,45_54,3
2020-06-12,105,Age.,55_64,4
2020-06-12,105,Age.D7.,55_64,1.4285714285714286
2020-06-12,105,Age.,65plus,7
2020-06-12,105,Age.D7.,65plus,2.857142857142857
2020-06-13,106,Age.,1_4,0
2020-06-13,106,Age.D7.,1_4,0.7142857142857143
2020-06-13,106,Age.,5_14,0
2020-06-13,106,Age.D7.,5_14,0.2857142857142857
2020-06-13,106,Age.,15_24,2
2020-06-13,106,Age.D7.,15_24,2
2020-06-13,106,Age.,25_34,2
2020-06-13,106,Age.D7.,25_34,2.7142857142857144
2020-06-13,106,Age.,35_44,0
2020-06-13,106,Age.D7.,35_44,2.5714285714285716
2020-06-13,106,Age.,45_54,1
2020-06-13,106,Age.D7.,45_54,2.7142857142857144
2020-06-13,106,Age.,55_64,0
2020-06-13,106,Age.D7.,55_64,1
2020-06-13,106,Age.,65plus,3
2020-06-13,106,Age.D7.,65plus,3.142857142857143
2020-06-14,107,Age.,1_4,2
2020-06-14,107,Age.D7.,1_4,1.1428571428571428
2020-06-14,107,Age.,5_14,1
2020-06-14,107,Age.D7.,5_14,0.42857142857142855
2020-06-14,107,Age.,15_24,1
2020-06-14,107,Age.D7.,15_24,2.142857142857143
2020-06-14,107,Age.,25_34,1
2020-06-14,107,Age.D7.,25_34,2.5714285714285716
2020-06-14,107,Age.,35_44,3
2020-06-14,107,Age.D7.,35_44,2.5714285714285716
2020-06-14,107,Age.,45_54,4
2020-06-14,107,Age.D7.,45_54,2.857142857142857
2020-06-14,107,Age.,55_64,2
2020-06-14,107,Age.D7.,55_64,1.2857142857142858
2020-06-14,107,Age.,65plus,3
2020-06-14,107,Age.D7.,65plus,3.2857142857142856
2020-06-15,108,Age.,1_4,1
2020-06-15,108,Age.D7.,1_4,1.2857142857142858
2020-06-15,108,Age.,5_14,0
2020-06-15,108,Age.D7.,5_14,0.5714285714285714
2020-06-15,108,Age.,15_24,0
2020-06-15,108,Age.D7.,15_24,1.8571428571428572
2020-06-15,108,Age.,25_34,1
2020-06-15,108,Age.D7.,25_34,2.857142857142857
2020-06-15,108,Age.,35_44,3
2020-06-15,108,Age.D7.,35_44,2.857142857142857
2020-06-15,108,Age.,45_54,4
2020-06-15,108,Age.D7.,45_54,3.142857142857143
2020-06-15,108,Age.,55_64,0
2020-06-15,108,Age.D7.,55_64,0.8571428571428571
2020-06-15,108,Age.,65plus,4
2020-06-15,108,Age.D7.,65plus,3.857142857142857
2020-06-16,109,Age.,1_4,0
2020-06-16,109,Age.D7.,1_4,1.1428571428571428
2020-06-16,109,Age.,5_14,0
2020-06-16,109,Age.D7.,5_14,0.5714285714285714
2020-06-16,109,Age.,15_24,1
2020-06-16,109,Age.D7.,15_24,1.2857142857142858
2020-06-16,109,Age.,25_34,1
2020-06-16,109,Age.D7.,25_34,2.5714285714285716
2020-06-16,109,Age.,35_44,1
2020-06-16,109,Age.D7.,35_44,2.5714285714285716
2020-06-16,109,Age.,45_54,1
2020-06-16,109,Age.D7.,45_54,2.857142857142857
2020-06-16,109,Age.,55_64,1
2020-06-16,109,Age.D7.,55_64,1
2020-06-16,109,Age.,65plus,1
2020-06-16,109,Age.D7.,65plus,3.5714285714285716
2020-06-17,110,Age.,1_4,0
2020-06-17,110,Age.D7.,1_4,1
2020-06-17,110,Age.,5_14,1
2020-06-17,110,Age.D7.,5_14,0.7142857142857143
2020-06-17,110,Age.,15_24,2
2020-06-17,110,Age.D7.,15_24,1.5714285714285714
2020-06-17,110,Age.,25_34,4
2020-06-17,110,Age.D7.,25_34,2.857142857142857
2020-06-17,110,Age.,35_44,3
2020-06-17,110,Age.D7.,35_44,2.857142857142857
2020-06-17,110,Age.,45_54,3
2020-06-17,110,Age.D7.,45_54,3.142857142857143
2020-06-17,110,Age.,55_64,1
2020-06-17,110,Age.D7.,55_64,1.1428571428571428
2020-06-17,110,Age.,65plus,2
2020-06-17,110,Age.D7.,65plus,3.5714285714285716
2020-06-18,111,Age.,1_4,0
2020-06-18,111,Age.D7.,1_4,0.7142857142857143
2020-06-18,111,Age.,5_14,1
2020-06-18,111,Age.D7.,5_14,0.8571428571428571
2020-06-18,111,Age.,15_24,1
2020-06-18,111,Age.D7.,15_24,1.5714285714285714
2020-06-18,111,Age.,25_34,1
2020-06-18,111,Age.D7.,25_34,2.7142857142857144
2020-06-18,111,Age.,35_44,2
2020-06-18,111,Age.D7.,35_44,3
2020-06-18,111,Age.,45_54,0
2020-06-18,111,Age.D7.,45_54,2.4285714285714284
2020-06-18,111,Age.,55_64,0
2020-06-18,111,Age.D7.,55_64,1.1428571428571428
2020-06-18,111,Age.,65plus,0
2020-06-18,111,Age.D7.,65plus,2.4285714285714284
2020-06-19,112,Age.,1_4,0
2020-06-19,112,Age.D7.,1_4,0.42857142857142855
2020-06-19,112,Age.,5_14,0
2020-06-19,112,Age.D7.,5_14,0.42857142857142855
2020-06-19,112,Age.,15_24,5
2020-06-19,112,Age.D7.,15_24,1.7142857142857142
2020-06-19,112,Age.,25_34,4
2020-06-19,112,Age.D7.,25_34,2
2020-06-19,112,Age.,35_44,3
2020-06-19,112,Age.D7.,35_44,2.142857142857143
2020-06-19,112,Age.,45_54,2
2020-06-19,112,Age.D7.,45_54,1.5714285714285714
2020-06-19,112,Age.,55_64,3
2020-06-19,112,Age.D7.,55_64,1
2020-06-19,112,Age.,65plus,4
2020-06-19,112,Age.D7.,65plus,2
2020-06-20,113,Age.,1_4,0
2020-06-20,113,Age.D7.,1_4,0.42857142857142855
2020-06-20,113,Age.,5_14,0
2020-06-20,113,Age.D7.,5_14,0.42857142857142855
2020-06-20,113,Age.,15_24,0
2020-06-20,113,Age.D7.,15_24,1.4285714285714286
2020-06-20,113,Age.,25_34,1
2020-06-20,113,Age.D7.,25_34,1.8571428571428572
2020-06-20,113,Age.,35_44,2
2020-06-20,113,Age.D7.,35_44,2.4285714285714284
2020-06-20,113,Age.,45_54,1
2020-06-20,113,Age.D7.,45_54,1.5714285714285714
2020-06-20,113,Age.,55_64,0
2020-06-20,113,Age.D7.,55_64,1
2020-06-20,113,Age.,65plus,2
2020-06-20,113,Age.D7.,65plus,1.8571428571428572
2020-06-21,114,Age.,1_4,0
2020-06-21,114,Age.D7.,1_4,0.14285714285714285
2020-06-21,114,Age.,5_14,0
2020-06-21,114,Age.D7.,5_14,0.2857142857142857
2020-06-21,114,Age.,15_24,1
2020-06-21,114,Age.D7.,15_24,1.4285714285714286
2020-06-21,114,Age.,25_34,1
2020-06-21,114,Age.D7.,25_34,1.8571428571428572
2020-06-21,114,Age.,35_44,0
2020-06-21,114,Age.D7.,35_44,1.8571428571428572
2020-06-21,114,Age.,45_54,2
2020-06-21,114,Age.D7.,45_54,1.2857142857142858
2020-06-21,114,Age.,55_64,0
2020-06-21,114,Age.D7.,55_64,0.7142857142857143
2020-06-21,114,Age.,65plus,0
2020-06-21,114,Age.D7.,65plus,1.2857142857142858
2020-06-22,115,Age.,1_4,0
2020-06-22,115,Age.D7.,1_4,0
2020-06-22,115,Age.,5_14,1
2020-06-22,115,Age.D7.,5_14,0.42857142857142855
2020-06-22,115,Age.,15_24,0
2020-06-22,115,Age.D7.,15_24,1.4285714285714286
2020-06-22,115,Age.,25_34,1
2020-06-22,115,Age.D7.,25_34,1.8571428571428572
2020-06-22,115,Age.,35_44,3
2020-06-22,115,Age.D7.,35_44,1.8571428571428572
2020-06-22,115,Age.,45_54,0
2020-06-22,115,Age.D7.,45_54,0.7142857142857143
2020-06-22,115,Age.,55_64,4
2020-06-22,115,Age.D7.,55_64,1.2857142857142858
2020-06-22,115,Age.,65plus,1
2020-06-22,115,Age.D7.,65plus,0.8571428571428571
2020-06-23,116,Age.,1_4,0
2020-06-23,116,Age.D7.,1_4,0
2020-06-23,116,Age.,5_14,0
2020-06-23,116,Age.D7.,5_14,0.42857142857142855
2020-06-23,116,Age.,15_24,0
2020-06-23,116,Age.D7.,15_24,1.2857142857142858
2020-06-23,116,Age.,25_34,0
2020-06-23,116,Age.D7.,25_34,1.7142857142857142
2020-06-23,116,Age.,35_44,0
2020-06-23,116,Age.D7.,35_44,1.7142857142857142
2020-06-23,116,Age.,45_54,0
2020-06-23,116,Age.D7.,45_54,0.5714285714285714
2020-06-23,116,Age.,55_64,0
2020-06-23,116,Age.D7.,55_64,1.1428571428571428
2020-06-23,116,Age.,65plus,3
2020-06-23,116,Age.D7.,65plus,1.1428571428571428
2020-06-24,117,Age.,1_4,0
2020-06-24,117,Age.D7.,1_4,0
2020-06-24,117,Age.,5_14,0
2020-06-24,117,Age.D7.,5_14,0.2857142857142857
2020-06-24,117,Age.,15_24,1
2020-06-24,117,Age.D7.,15_24,1.1428571428571428
2020-06-24,117,Age.,25_34,1
2020-06-24,117,Age.D7.,25_34,1.2857142857142858
2020-06-24,117,Age.,35_44,1
2020-06-24,117,Age.D7.,35_44,1.4285714285714286
2020-06-24,117,Age.,45_54,0
2020-06-24,117,Age.D7.,45_54,0.14285714285714285
2020-06-24,117,Age.,55_64,2
2020-06-24,117,Age.D7.,55_64,1.2857142857142858
2020-06-24,117,Age.,65plus,4
2020-06-24,117,Age.D7.,65plus,1.4285714285714286
2020-06-25,118,Age.,1_4,0
2020-06-25,118,Age.D7.,1_4,0
2020-06-25,118,Age.,5_14,0
2020-06-25,118,Age.D7.,5_14,0.14285714285714285
2020-06-25,118,Age.,15_24,0
2020-06-25,118,Age.D7.,15_24,1
2020-06-25,118,Age.,25_34,0
2020-06-25,118,Age.D7.,25_34,1.1428571428571428
2020-06-25,118,Age.,35_44,0
2020-06-25,118,Age.D7.,35_44,1.1428571428571428
2020-06-25,118,Age.,45_54,0
2020-06-25,118,Age.D7.,45_54,0.7142857142857143
2020-06-25,118,Age.,55_64,0
2020-06-25,118,Age.D7.,55_64,1.2857142857142858
2020-06-25,118,Age.,65plus,0
2020-06-25,118,Age.D7.,65plus,1.8571428571428572
2020-06-26,119,Age.,1_4,0
2020-06-26,119,Age.D7.,1_4,0
2020-06-26,119,Age.,5_14,0
2020-06-26,119,Age.D7.,5_14,0.14285714285714285
2020-06-26,119,Age.,15_24,0
2020-06-26,119,Age.D7.,15_24,0.2857142857142857
2020-06-26,119,Age.,25_34,0
2020-06-26,119,Age.D7.,25_34,0.5714285714285714
2020-06-26,119,Age.,35_44,0
2020-06-26,119,Age.D7.,35_44,0.7142857142857143
2020-06-26,119,Age.,45_54,0
2020-06-26,119,Age.D7.,45_54,0.42857142857142855
2020-06-26,119,Age.,55_64,0
2020-06-26,119,Age.D7.,55_64,0.8571428571428571
2020-06-26,119,Age.,65plus,0
2020-06-26,119,Age.D7.,65plus,1.2857142857142858
2020-06-27,120,Age.,1_4,1
2020-06-27,120,Age.D7.,1_4,0.14285714285714285
2020-06-27,120,Age.,5_14,0
2020-06-27,120,Age.D7.,5_14,0.14285714285714285
2020-06-27,120,Age.,15_24,6
2020-06-27,120,Age.D7.,15_24,1.1428571428571428
2020-06-27,120,Age.,25_34,11
2020-06-27,120,Age.D7.,25_34,2
2020-06-27,120,Age.,35_44,8
2020-06-27,120,Age.D7.,35_44,1.5714285714285714
2020-06-27,120,Age.,45_54,5
2020-06-27,120,Age.D7.,45_54,1
2020-06-27,120,Age.,55_64,0
2020-06-27,120,Age.D7.,55_64,0.8571428571428571
2020-06-27,120,Age.,65plus,4
2020-06-27,120,Age.D7.,65plus,1.5714285714285714
2020-06-28,121,Age.,1_4,1
2020-06-28,121,Age.D7.,1_4,0.2857142857142857
2020-06-28,121,Age.,5_14,0
2020-06-28,121,Age.D7.,5_14,0.14285714285714285
2020-06-28,121,Age.,15_24,3
2020-06-28,121,Age.D7.,15_24,1.4285714285714286
2020-06-28,121,Age.,25_34,5
2020-06-28,121,Age.D7.,25_34,2.5714285714285716
2020-06-28,121,Age.,35_44,3
2020-06-28,121,Age.D7.,35_44,2.142857142857143
2020-06-28,121,Age.,45_54,3
2020-06-28,121,Age.D7.,45_54,1.1428571428571428
2020-06-28,121,Age.,55_64,2
2020-06-28,121,Age.D7.,55_64,1.1428571428571428
2020-06-28,121,Age.,65plus,7
2020-06-28,121,Age.D7.,65plus,2.7142857142857144
2020-06-29,122,Age.,1_4,0
2020-06-29,122,Age.D7.,1_4,0.2857142857142857
2020-06-29,122,Age.,5_14,1
2020-06-29,122,Age.D7.,5_14,0.14285714285714285
2020-06-29,122,Age.,15_24,2
2020-06-29,122,Age.D7.,15_24,1.7142857142857142
2020-06-29,122,Age.,25_34,4
2020-06-29,122,Age.D7.,25_34,3
2020-06-29,122,Age.,35_44,1
2020-06-29,122,Age.D7.,35_44,1.8571428571428572
2020-06-29,122,Age.,45_54,2
2020-06-29,122,Age.D7.,45_54,1.4285714285714286
2020-06-29,122,Age.,55_64,0
2020-06-29,122,Age.D7.,55_64,0.5714285714285714
2020-06-29,122,Age.,65plus,0
2020-06-29,122,Age.D7.,65plus,2.5714285714285716
2020-06-30,123,Age.,1_4,0
2020-06-30,123,Age.D7.,1_4,0.2857142857142857
2020-06-30,123,Age.,5_14,0
2020-06-30,123,Age.D7.,5_14,0.14285714285714285
2020-06-30,123,Age.,15_24,0
2020-06-30,123,Age.D7.,15_24,1.7142857142857142
2020-06-30,123,Age.,25_34,0
2020-06-30,123,Age.D7.,25_34,3
2020-06-30,123,Age.,35_44,0
2020-06-30,123,Age.D7.,35_44,1.8571428571428572
2020-06-30,123,Age.,45_54,0
2020-06-30,123,Age.D7.,45_54,1.4285714285714286
2020-06-30,123,Age.,55_64,0
2020-06-30,123,Age.D7.,55_64,0.5714285714285714
2020-06-30,123,Age.,65plus,0
2020-06-30,123,Age.D7.,65plus,2.142857142857143
2020-07-01,124,Age.,1_4,0
2020-07-01,124,Age.D7.,1_4,0.14285714285714285
2020-07-01,124,Age.,5_14,0
2020-07-01,124,Age.D7.,5_14,0.14285714285714285
2020-07-01,124,Age.,15_24,5
2020-07-01,124,Age.D7.,15_24,2.2857142857142856
2020-07-01,124,Age.,25_34,6
2020-07-01,124,Age.D7.,25_34,3.7142857142857144
2020-07-01,124,Age.,35_44,0
2020-07-01,124,Age.D7.,35_44,1.7142857142857142
2020-07-01,124,Age.,45_54,4
2020-07-01,124,Age.D7.,45_54,2
2020-07-01,124,Age.,55_64,2
2020-07-01,124,Age.D7.,55_64,0.5714285714285714
2020-07-01,124,Age.,65plus,1
2020-07-01,124,Age.D7.,65plus,1.7142857142857142
2020-07-02,125,Age.,1_4,2
2020-07-02,125,Age.D7.,1_4,0.42857142857142855
2020-07-02,125,Age.,5_14,1
2020-07-02,125,Age.D7.,5_14,0.2857142857142857
2020-07-02,125,Age.,15_24,0
2020-07-02,125,Age.D7.,15_24,2.2857142857142856
2020-07-02,125,Age.,25_34,4
2020-07-02,125,Age.D7.,25_34,4.285714285714286
2020-07-02,125,Age.,35_44,1
2020-07-02,125,Age.D7.,35_44,1.8571428571428572
2020-07-02,125,Age.,45_54,0
2020-07-02,125,Age.D7.,45_54,2
2020-07-02,125,Age.,55_64,1
2020-07-02,125,Age.D7.,55_64,0.7142857142857143
2020-07-02,125,Age.,65plus,0
2020-07-02,125,Age.D7.,65plus,1.7142857142857142
2020-07-03,126,Age.,1_4,1
2020-07-03,126,Age.D7.,1_4,0.5714285714285714
2020-07-03,126,Age.,5_14,0
2020-07-03,126,Age.D7.,5_14,0.2857142857142857
2020-07-03,126,Age.,15_24,0
2020-07-03,126,Age.D7.,15_24,2.2857142857142856
2020-07-03,126,Age.,25_34,2
2020-07-03,126,Age.D7.,25_34,4.571428571428571
2020-07-03,126,Age.,35_44,3
2020-07-03,126,Age.D7.,35_44,2.2857142857142856
2020-07-03,126,Age.,45_54,4
2020-07-03,126,Age.D7.,45_54,2.5714285714285716
2020-07-03,126,Age.,55_64,1
2020-07-03,126,Age.D7.,55_64,0.8571428571428571
2020-07-03,126,Age.,65plus,0
2020-07-03,126,Age.D7.,65plus,0
2020-07-04,127,Age.,1_4,1
2020-07-04,127,Age.D7.,1_4,0.5714285714285714
2020-07-04,127,Age.,5_14,1
2020-07-04,127,Age.D7.,5_14,0.42857142857142855
2020-07-04,127,Age.,15_24,1
2020-07-04,127,Age.D7.,15_24,1.5714285714285714
2020-07-04,127,Age.,25_34,2
2020-07-04,127,Age.D7.,25_34,3.2857142857142856
2020-07-04,127,Age.,35_44,5
2020-07-04,127,Age.D7.,35_44,1.8571428571428572
2020-07-04,127,Age.,45_54,3
2020-07-04,127,Age.D7.,45_54,2.2857142857142856
2020-07-04,127,Age.,55_64,2
2020-07-04,127,Age.D7.,55_64,1.1428571428571428
2020-07-04,127,Age.,65plus,102
2020-07-04,127,Age.D7.,65plus,1.4285714285714286
2020-07-05,128,Age.,1_4,0
2020-07-05,128,Age.D7.,1_4,0.42857142857142855
2020-07-05,128,Age.,5_14,0
2020-07-05,128,Age.D7.,5_14,0.42857142857142855
2020-07-05,128,Age.,15_24,1
2020-07-05,128,Age.D7.,15_24,1.2857142857142858
2020-07-05,128,Age.,25_34,0
2020-07-05,128,Age.D7.,25_34,2.2857142857142856
2020-07-05,128,Age.,35_44,0
2020-07-05,128,Age.D7.,35_44,1.1428571428571428
2020-07-05,128,Age.,45_54,0
2020-07-05,128,Age.D7.,45_54,1
2020-07-05,128,Age.,55_64,0
2020-07-05,128,Age.D7.,55_64,0.7142857142857143
2020-07-05,128,Age.,65plus,0
2020-07-05,128,Age.D7.,65plus,0.14285714285714285
2020-07-06,129,Age.,1_4,1
2020-07-06,129,Age.D7.,1_4,0.5714285714285714
2020-07-06,129,Age.,5_14,0
2020-07-06,129,Age.D7.,5_14,0.2857142857142857
2020-07-06,129,Age.,15_24,2
2020-07-06,129,Age.D7.,15_24,1.2857142857142858
2020-07-06,129,Age.,25_34,4
2020-07-06,129,Age.D7.,25_34,2.2857142857142856
2020-07-06,129,Age.,35_44,7
2020-07-06,129,Age.D7.,35_44,2
2020-07-06,129,Age.,45_54,1
2020-07-06,129,Age.D7.,45_54,0.8571428571428571
2020-07-06,129,Age.,55_64,3
2020-07-06,129,Age.D7.,55_64,1.1428571428571428
2020-07-06,129,Age.,65plus,0
2020-07-06,129,Age.D7.,65plus,0
2020-07-07,130,Age.,1_4,1
2020-07-07,130,Age.D7.,1_4,0.7142857142857143
2020-07-07,130,Age.,5_14,0
2020-07-07,130,Age.D7.,5_14,0.2857142857142857
2020-07-07,130,Age.,15_24,3
2020-07-07,130,Age.D7.,15_24,1.7142857142857142
2020-07-07,130,Age.,25_34,3
2020-07-07,130,Age.D7.,25_34,2.7142857142857144
2020-07-07,130,Age.,35_44,1
2020-07-07,130,Age.D7.,35_44,2.142857142857143
2020-07-07,130,Age.,45_54,2
2020-07-07,130,Age.D7.,45_54,1.1428571428571428
2020-07-07,130,Age.,55_64,1
2020-07-07,130,Age.D7.,55_64,1.2857142857142858
2020-07-07,130,Age.,65plus,1
2020-07-07,130,Age.D7.,65plus,0.14285714285714285
2020-07-08,131,Age.,1_4,1
2020-07-08,131,Age.D7.,1_4,1
2020-07-08,131,Age.,5_14,2
2020-07-08,131,Age.D7.,5_14,0.5714285714285714
2020-07-08,131,Age.,15_24,14
2020-07-08,131,Age.D7.,15_24,3
2020-07-08,131,Age.,25_34,3
2020-07-08,131,Age.D7.,25_34,2.2857142857142856
2020-07-08,131,Age.,35_44,1
2020-07-08,131,Age.D7.,35_44,2.2857142857142856
2020-07-08,131,Age.,45_54,0
2020-07-08,131,Age.D7.,45_54,0.5714285714285714
2020-07-08,131,Age.,55_64,0
2020-07-08,131,Age.D7.,55_64,1
2020-07-08,131,Age.,65plus,0
2020-07-08,131,Age.D7.,65plus,0
2020-07-09,132,Age.,1_4,0
2020-07-09,132,Age.D7.,1_4,0.7142857142857143
2020-07-09,132,Age.,5_14,4
2020-07-09,132,Age.D7.,5_14,1
2020-07-09,132,Age.,15_24,11
2020-07-09,132,Age.D7.,15_24,4.571428571428571
2020-07-09,132,Age.,25_34,1
2020-07-09,132,Age.D7.,25_34,1.8571428571428572
2020-07-09,132,Age.,35_44,5
2020-07-09,132,Age.D7.,35_44,2.857142857142857
2020-07-09,132,Age.,45_54,2
2020-07-09,132,Age.D7.,45_54,0.8571428571428571
2020-07-09,132,Age.,55_64,0
2020-07-09,132,Age.D7.,55_64,0.8571428571428571
2020-07-09,132,Age.,65plus,1
2020-07-09,132,Age.D7.,65plus,0.14285714285714285
2020-07-10,133,Age.,1_4,1
2020-07-10,133,Age.D7.,1_4,0.7142857142857143
2020-07-10,133,Age.,5_14,1
2020-07-10,133,Age.D7.,5_14,1.1428571428571428
2020-07-10,133,Age.,15_24,6
2020-07-10,133,Age.D7.,15_24,5.428571428571429
2020-07-10,133,Age.,25_34,5
2020-07-10,133,Age.D7.,25_34,2.2857142857142856
2020-07-10,133,Age.,35_44,5
2020-07-10,133,Age.D7.,35_44,3.142857142857143
2020-07-10,133,Age.,45_54,3
2020-07-10,133,Age.D7.,45_54,0.7142857142857143
2020-07-10,133,Age.,55_64,0
2020-07-10,133,Age.D7.,55_64,0.7142857142857143
2020-07-10,133,Age.,65plus,2
2020-07-10,133,Age.D7.,65plus,14.714285714285714
2020-07-11,134,Age.,1_4,0
2020-07-11,134,Age.D7.,1_4,0.5714285714285714
2020-07-11,134,Age.,5_14,0
2020-07-11,134,Age.D7.,5_14,0.8571428571428571
2020-07-11,134,Age.,15_24,1
2020-07-11,134,Age.D7.,15_24,5.428571428571429
2020-07-11,134,Age.,25_34,11
2020-07-11,134,Age.D7.,25_34,3.5714285714285716
2020-07-11,134,Age.,35_44,2
2020-07-11,134,Age.D7.,35_44,2.7142857142857144
2020-07-11,134,Age.,45_54,1
2020-07-11,134,Age.D7.,45_54,0.42857142857142855
2020-07-11,134,Age.,55_64,1
2020-07-11,134,Age.D7.,55_64,0.5714285714285714
2020-07-11,134,Age.,65plus,1
2020-07-11,134,Age.D7.,65plus,0.2857142857142857
2020-07-12,135,Age.,1_4,0
2020-07-12,135,Age.D7.,1_4,0.5714285714285714
2020-07-12,135,Age.,5_14,0
2020-07-12,135,Age.D7.,5_14,0.8571428571428571
2020-07-12,135,Age.,15_24,2
2020-07-12,135,Age.D7.,15_24,5.571428571428571
2020-07-12,135,Age.,25_34,3
2020-07-12,135,Age.D7.,25_34,4.285714285714286
2020-07-12,135,Age.,35_44,0
2020-07-12,135,Age.D7.,35_44,3
2020-07-12,135,Age.,45_54,2
2020-07-12,135,Age.D7.,45_54,1.5714285714285714
2020-07-12,135,Age.,55_64,2
2020-07-12,135,Age.D7.,55_64,1
2020-07-12,135,Age.,65plus,2
2020-07-12,135,Age.D7.,65plus,0.8571428571428571
2020-07-13,136,Age.,1_4,0
2020-07-13,136,Age.D7.,1_4,0.42857142857142855
2020-07-13,136,Age.,5_14,0
2020-07-13,136,Age.D7.,5_14,0.8571428571428571
2020-07-13,136,Age.,15_24,2
2020-07-13,136,Age.D7.,15_24,5.571428571428571
2020-07-13,136,Age.,25_34,7
2020-07-13,136,Age.D7.,25_34,4.714285714285714
2020-07-13,136,Age.,35_44,5
2020-07-13,136,Age.D7.,35_44,2.7142857142857144
2020-07-13,136,Age.,45_54,8
2020-07-13,136,Age.D7.,45_54,2.5714285714285716
2020-07-13,136,Age.,55_64,4
2020-07-13,136,Age.D7.,55_64,1.1428571428571428
2020-07-13,136,Age.,65plus,5
2020-07-13,136,Age.D7.,65plus,1.7142857142857142
2020-07-14,137,Age.,1_4,0
2020-07-14,137,Age.D7.,1_4,0.2857142857142857
2020-07-14,137,Age.,5_14,0
2020-07-14,137,Age.D7.,5_14,0.8571428571428571
2020-07-14,137,Age.,15_24,2
2020-07-14,137,Age.D7.,15_24,5.428571428571429
2020-07-14,137,Age.,25_34,3
2020-07-14,137,Age.D7.,25_34,4.714285714285714
2020-07-14,137,Age.,35_44,1
2020-07-14,137,Age.D7.,35_44,2.7142857142857144
2020-07-14,137,Age.,45_54,2
2020-07-14,137,Age.D7.,45_54,2.5714285714285716
2020-07-14,137,Age.,55_64,0
2020-07-14,137,Age.D7.,55_64,1
2020-07-14,137,Age.,65plus,12
2020-07-14,137,Age.D7.,65plus,3.2857142857142856
2020-07-15,138,Age.,1_4,1
2020-07-15,138,Age.D7.,1_4,0.2857142857142857
2020-07-15,138,Age.,5_14,0
2020-07-15,138,Age.D7.,5_14,0.5714285714285714
2020-07-15,138,Age.,15_24,1
2020-07-15,138,Age.D7.,15_24,3.5714285714285716
2020-07-15,138,Age.,25_34,9
2020-07-15,138,Age.D7.,25_34,5.571428571428571
2020-07-15,138,Age.,35_44,3
2020-07-15,138,Age.D7.,35_44,3
2020-07-15,138,Age.,45_54,1
2020-07-15,138,Age.D7.,45_54,2.7142857142857144
2020-07-15,138,Age.,55_64,0
2020-07-15,138,Age.D7.,55_64,1
2020-07-15,138,Age.,65plus,0
2020-07-15,138,Age.D7.,65plus,2.4285714285714284
2020-07-16,139,Age.,1_4,3
2020-07-16,139,Age.D7.,1_4,0.7142857142857143
2020-07-16,139,Age.,5_14,1
2020-07-16,139,Age.D7.,5_14,0.14285714285714285
2020-07-16,139,Age.,15_24,7
2020-07-16,139,Age.D7.,15_24,3
2020-07-16,139,Age.,25_34,8
2020-07-16,139,Age.D7.,25_34,6.571428571428571
2020-07-16,139,Age.,35_44,4
2020-07-16,139,Age.D7.,35_44,2.857142857142857
2020-07-16,139,Age.,45_54,3
2020-07-16,139,Age.D7.,45_54,2.857142857142857
2020-07-16,139,Age.,55_64,2
2020-07-16,139,Age.D7.,55_64,1.2857142857142858
2020-07-16,139,Age.,65plus,15
2020-07-16,139,Age.D7.,65plus,4.428571428571429
2020-07-17,140,Age.,1_4,0
2020-07-17,140,Age.D7.,1_4,0.5714285714285714
2020-07-17,140,Age.,5_14,0
2020-07-17,140,Age.D7.,5_14,0
2020-07-17,140,Age.,15_24,5
2020-07-17,140,Age.D7.,15_24,2.857142857142857
2020-07-17,140,Age.,25_34,5
2020-07-17,140,Age.D7.,25_34,6.571428571428571
2020-07-17,140,Age.,35_44,1
2020-07-17,140,Age.D7.,35_44,2.2857142857142856
2020-07-17,140,Age.,45_54,3
2020-07-17,140,Age.D7.,45_54,2.857142857142857
2020-07-17,140,Age.,55_64,3
2020-07-17,140,Age.D7.,55_64,1.7142857142857142
2020-07-17,140,Age.,65plus,0
2020-07-17,140,Age.D7.,65plus,3.2857142857142856
