OBJECTID,ORIGID,CountyName,PopulationCensus16,TimeStamp,IGEasting,IGNorthing,Lat,Long,UGI,ConfirmedCovidCases,PopulationProportionCovidCases,ConfirmedCovidDeaths,ConfirmedCovidRecovered,SHAPE_Length,SHAPE_Area,Date,Cases,CasesSum7,CasesSum14,CasesMean7,CasesMean14,CasesMedian7,CasesMedian14,Rate,MeanRate7,MeanRate14,MedianRate7,MedianRate14
2440,22,Tipperary,159553,2020/06/01 00:00:00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,539,337.818781220033,NA,NA,781276.579658178,11551196729.2754,2020-06-01,1,12,13,1.7142857142857142,0.9285714285714286,1,0,0.6267509855659248,1.0744302609701568,0.5819830580255015,1.0744302609701568,0
2441,23,Waterford,116176,2020/06/01 00:00:00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,152,130.835973006473,NA,NA,643184.903993029,4848379554.98393,2020-06-01,0,2,5,0.2857142857142857,0.35714285714285715,0,0,0,0.24593228008735513,0.30741535010919396,0.24593228008735513,0
2442,24,Westmeath,88770,2020/06/01 00:00:00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,670,754.75949081897,NA,NA,422669.332716032,5208705730.29998,2020-06-01,0,6,12,0.8571428571428571,0.8571428571428571,1,1,0,0.9655771737556124,0.9655771737556124,0.9655771737556124,1.1265067027148812
2443,25,Wexford,149722,2020/06/01 00:00:00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,213,142.263661986882,NA,NA,589324.476745023,6332221063.42107,2020-06-01,0,0,0,0,0,0,0,0,0,0,0,0
2444,26,Wicklow,142425,2020/06/01 00:00:00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,667,468.316657890118,NA,NA,427539.198566779,5580728578.64434,2020-06-01,0,4,10,0.5714285714285714,0.7142857142857143,0,0,0,0.4012136713558514,0.5015170891948143,0.4012136713558514,0
2445,1,Carlow,56932,2020/06/02 00:00:00,278661,163444,52.7168,-6.8367000000000004,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,169,296.845359376098,NA,NA,319348.572538664,2432351721.08439,2020-06-02,3,15,19,2.142857142857143,1.3571428571428572,1,0.5,5.269444249279843,3.763888749485602,2.383796208007548,3.763888749485602,0.8782407082133071
2446,2,Cavan,76176,2020/06/02 00:00:00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,846,1110.58601134215,NA,NA,515954.496459225,5575009910.82163,2020-06-02,2,13,42,1.8571428571428572,3,1,2,2.625498844780508,2.437963213010472,3.9382482671707626,2.437963213010472,2.625498844780508
2447,3,Clare,118817,2020/06/02 00:00:00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,369,310.561619970206,NA,NA,1013948.95023179,8722541705.68269,2020-06-02,0,47,54,6.714285714285714,3.857142857142857,1,0.5,0,5.6509470145566,3.2462887104899614,5.6509470145566,0.4208152032116616
2448,4,Cork,542868,2020/06/02 00:00:00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,1521,280.178606954177,NA,NA,2129949.40863365,19529490885.5341,2020-06-02,4,63,135,9,9.642857142857142,5,7.5,0.7368273687157836,1.657861579610513,1.7762802638684068,1.657861579610513,1.3815513163420943
2449,5,Donegal,159192,2020/06/02 00:00:00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,477,299.638172772501,NA,NA,2145085.77438756,14624041936.8887,2020-06-02,0,0,0,0,0,0,0,0,0,0,0,0
2450,6,Dublin,1347359,2020/06/02 00:00:00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,12109,898.721127776636,NA,NA,449433.53182733,2612632654.59451,2020-06-02,16,113,344,16.142857142857142,24.571428571428573,11,22.5,1.1875083032807143,1.198111055988578,1.8236734657525258,1.198111055988578,1.6699335514885045
2451,7,Galway,258058,2020/06/02 00:00:00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,481,186.392206403212,NA,NA,1972288.28611619,17079158586.253,2020-06-02,0,9,37,1.2857142857142858,2.642857142857143,2,2.5,0,0.4982268659426508,1.0241330022154487,0.4982268659426508,0.9687744615551542
2452,8,Kerry,147707,2020/06/02 00:00:00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,308,208.520923178996,NA,NA,1753779.81860439,12483603408.0519,2020-06-02,0,0,0,0,0,0,0,0,0,0,0,0
2453,9,Kildare,222504,2020/06/02 00:00:00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,1419,637.741343975839,NA,NA,422182.036778848,4726063621.61779,2020-06-02,0,5,40,0.7142857142857143,2.857142857142857,0,2,0,0.3210215161460982,1.2840860645843928,0.3210215161460982,0.8988602452090749
2454,10,Kilkenny,99232,2020/06/02 00:00:00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,339,341.623669783941,NA,NA,453397.572162214,5585391835.07863,2020-06-02,0,2,32,0.2857142857142857,2.2857142857142856,0,0.5,0,0.2879255539687658,2.3034044317501263,0.2879255539687658,0.5038697194453402
2455,11,Laois,84697,2020/06/02 00:00:00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,260,306.976634355408,NA,NA,398512.462211564,4731211499.45007,2020-06-02,0,2,4,0.2857142857142857,0.2857142857142857,0,0,0,0.33733696083011877,0.33733696083011877,0.33733696083011877,0
2456,12,Leitrim,32044,2020/06/02 00:00:00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,83,259.018849082512,NA,NA,453253.685043119,4618679672.90058,2020-06-02,0,0,1,0,0.07142857142857142,0,0,0,0,0.2229077875064643,0,0
2457,13,Limerick,194899,2020/06/02 00:00:00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,582,298.616206342772,NA,NA,673892.690484704,7206726911.85935,2020-06-02,0,4,18,0.5714285714285714,1.2857142857142858,1,1,0,0.2931921515392954,0.6596823409634148,0.2931921515392954,0.513086265193767
2458,14,Longford,40873,2020/06/02 00:00:00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,284,694.835221295232,NA,NA,315245.172822004,3097977868.80369,2020-06-02,1,4,5,0.5714285714285714,0.35714285714285715,0,0,2.446602891884618,1.3980587953626389,0.8737867471016494,1.3980587953626389,0
2459,15,Louth,128884,2020/06/02 00:00:00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,776,602.091803482201,NA,NA,352203.517153586,2386326963.30641,2020-06-02,1,18,29,2.5714285714285716,2.0714285714285716,2,1.5,0.7758914993327333,1.9951495697127428,1.6072038200463763,1.9951495697127428,1.1638372489991
2460,16,Mayo,130507,2020/06/02 00:00:00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,570,436.75818155348,NA,NA,2101964.07657907,16036984139.0268,2020-06-02,0,2,11,0.2857142857142857,0.7857142857142857,0,0,0,0.21892640679372424,0.6020476186827417,0.21892640679372424,0
2461,17,Meath,195044,2020/06/02 00:00:00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,802,411.18927011341,NA,NA,554844.750540487,6658570745.56814,2020-06-02,1,10,19,1.4285714285714286,1.3571428571428572,1,1,0.5127048255778184,0.7324354651111691,0.6958136918556106,0.7324354651111691,0.5127048255778184
2462,18,Monaghan,61386,2020/06/02 00:00:00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,521,848.727722933568,NA,NA,392803.047266062,3768943156.93708,2020-06-02,9,17,33,2.4285714285714284,2.357142857142857,2,1,14.661323428794839,3.9562301315795594,3.8398704218272197,3.9562301315795594,1.62903593653276
2463,19,Offaly,77961,2020/06/02 00:00:00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,479,614.409768987058,NA,NA,561440.378583655,5558826350.06292,2020-06-02,1,1,8,0.14285714285714285,0.5714285714285714,0,0,1.2826926283654647,0.18324180405220925,0.732967216208837,0.18324180405220925,0
2464,20,Roscommon,64544,2020/06/02 00:00:00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,337,522.124442240952,NA,NA,622494.154575241,7278743875.74053,2020-06-02,1,17,27,2.4285714285714284,1.9285714285714286,1,1,1.5493306891422904,3.7626602450598483,2.987994900488703,3.7626602450598483,1.5493306891422904
2465,21,Sligo,65535,2020/06/02 00:00:00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,129,196.841382467384,NA,NA,682286.870285504,5348370378.15199,2020-06-02,0,0,0,0,0,0,0,0,0,0,0,0
2466,22,Tipperary,159553,2020/06/02 00:00:00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,540,338.445532205599,NA,NA,781276.579658178,11551196729.2754,2020-06-02,1,13,13,1.8571428571428572,0.9285714285714286,1,0,0.6267509855659248,1.163966116051003,0.5819830580255015,1.163966116051003,0
2467,23,Waterford,116176,2020/06/02 00:00:00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,152,130.835973006473,NA,NA,643184.903993029,4848379554.98393,2020-06-02,0,2,5,0.2857142857142857,0.35714285714285715,0,0,0,0.24593228008735513,0.30741535010919396,0.24593228008735513,0
2468,24,Westmeath,88770,2020/06/02 00:00:00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,670,754.75949081897,NA,NA,422669.332716032,5208705730.29998,2020-06-02,0,5,12,0.7142857142857143,0.8571428571428571,1,1,0,0.8046476447963438,0.9655771737556124,0.8046476447963438,1.1265067027148812
2469,25,Wexford,149722,2020/06/02 00:00:00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,213,142.263661986882,NA,NA,589324.476745023,6332221063.42107,2020-06-02,0,0,0,0,0,0,0,0,0,0,0,0
2470,26,Wicklow,142425,2020/06/02 00:00:00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,668,469.01878181499,NA,NA,427539.198566779,5580728578.64434,2020-06-02,1,5,11,0.7142857142857143,0.7857142857142857,0,0,0.70212392487274,0.5015170891948143,0.5516687981142957,0.5015170891948143,0
2471,1,Carlow,56932,2020/06/03 00:00:00,278661,163444,52.7168,-6.8367000000000004,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,169,296.845359376098,NA,NA,319348.572538664,2432351721.08439,2020-06-03,0,14,18,2,1.2857142857142858,0,0,0,3.5129628328532285,2.2583332496913613,3.5129628328532285,0
2472,2,Cavan,76176,2020/06/03 00:00:00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,854,1121.08800672128,NA,NA,515954.496459225,5575009910.82163,2020-06-03,8,21,50,3,3.5714285714285716,2,2,10.501995379122032,3.9382482671707626,4.688390794250908,3.9382482671707626,2.625498844780508
2473,3,Clare,118817,2020/06/03 00:00:00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,369,310.561619970206,NA,NA,1013948.95023179,8722541705.68269,2020-06-03,0,47,50,6.714285714285714,3.5714285714285716,1,0,0,5.6509470145566,3.0058228800832976,5.6509470145566,0
2474,4,Cork,542868,2020/06/03 00:00:00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,1527,281.28384800725,NA,NA,2129949.40863365,19529490885.5341,2020-06-03,6,63,129,9,9.214285714285714,5,6.5,1.1052410530736754,1.657861579610513,1.6973344743631442,1.657861579610513,1.1973444741631483
2475,5,Donegal,159192,2020/06/03 00:00:00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,472,296.497311422685,NA,NA,2145085.77438756,14624041936.8887,2020-06-03,0,0,0,0,0,0,0,0,0,0,0,0
2476,6,Dublin,1347359,2020/06/03 00:00:00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,12118,899.389101197231,NA,NA,449433.53182733,2612632654.59451,2020-06-03,9,95,324,13.571428571428571,23.142857142857142,10,17,0.6679734205954018,1.0072615072470343,1.7176459386738903,1.0072615072470343,1.261727572235759
2477,7,Galway,258058,2020/06/03 00:00:00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,481,186.392206403212,NA,NA,1972288.28611619,17079158586.253,2020-06-03,0,6,31,0.8571428571428571,2.2142857142857144,0,2,0,0.33215124396176715,0.8580573802345652,0.33215124396176715,0.7750195692441234
2478,8,Kerry,147707,2020/06/03 00:00:00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,308,208.520923178996,NA,NA,1753779.81860439,12483603408.0519,2020-06-03,0,0,0,0,0,0,0,0,0,0,0,0
2479,9,Kildare,222504,2020/06/03 00:00:00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,1419,637.741343975839,NA,NA,422182.036778848,4726063621.61779,2020-06-03,0,3,38,0.42857142857142855,2.7142857142857144,0,1.5,0,0.1926129096876589,1.2198817613551731,0.1926129096876589,0.6741451839068062
2480,10,Kilkenny,99232,2020/06/03 00:00:00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,340,342.631409222831,NA,NA,453397.572162214,5585391835.07863,2020-06-03,1,3,24,0.42857142857142855,1.7142857142857142,0,0.5,1.0077394388906804,0.4318883309531487,1.7275533238125949,0.4318883309531487,0.5038697194453402
2481,11,Laois,84697,2020/06/03 00:00:00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,260,306.976634355408,NA,NA,398512.462211564,4731211499.45007,2020-06-03,0,2,4,0.2857142857142857,0.2857142857142857,0,0,0,0.33733696083011877,0.33733696083011877,0.33733696083011877,0
2482,12,Leitrim,32044,2020/06/03 00:00:00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,83,259.018849082512,NA,NA,453253.685043119,4618679672.90058,2020-06-03,0,0,1,0,0.07142857142857142,0,0,0,0,0.2229077875064643,0,0
2483,13,Limerick,194899,2020/06/03 00:00:00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,582,298.616206342772,NA,NA,673892.690484704,7206726911.85935,2020-06-03,0,3,15,0.42857142857142855,1.0714285714285714,0,1,0,0.21989411365447156,0.549735284136179,0.21989411365447156,0.513086265193767
2484,14,Longford,40873,2020/06/03 00:00:00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,284,694.835221295232,NA,NA,315245.172822004,3097977868.80369,2020-06-03,0,4,5,0.5714285714285714,0.35714285714285715,0,0,0,1.3980587953626389,0.8737867471016494,1.3980587953626389,0
2485,15,Louth,128884,2020/06/03 00:00:00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,777,602.867694981534,NA,NA,352203.517153586,2386326963.30641,2020-06-03,1,19,27,2.7142857142857144,1.9285714285714286,2,1,0.7758914993327333,2.105991212474562,1.4963621772845572,2.105991212474562,0.7758914993327333
2486,16,Mayo,130507,2020/06/03 00:00:00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,570,436.75818155348,NA,NA,2101964.07657907,16036984139.0268,2020-06-03,0,2,11,0.2857142857142857,0.7857142857142857,0,0,0,0.21892640679372424,0.6020476186827417,0.21892640679372424,0
2487,17,Meath,195044,2020/06/03 00:00:00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,804,412.214679764566,NA,NA,554844.750540487,6658570745.56814,2020-06-03,2,12,19,1.7142857142857142,1.3571428571428572,2,1,1.0254096511556368,0.8789225581334028,0.6958136918556106,0.8789225581334028,0.5127048255778184
2488,18,Monaghan,61386,2020/06/03 00:00:00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,527,858.501938552764,NA,NA,392803.047266062,3768943156.93708,2020-06-03,6,23,38,3.2857142857142856,2.7142857142857144,3,1.5,9.774215619196559,5.35254664860764,4.42166897058892,5.35254664860764,2.4435539047991397
2489,19,Offaly,77961,2020/06/03 00:00:00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,479,614.409768987058,NA,NA,561440.378583655,5558826350.06292,2020-06-03,0,1,7,0.14285714285714285,0.5,0,0,0,0.18324180405220925,0.6413463141827324,0.18324180405220925,0
2490,20,Roscommon,64544,2020/06/03 00:00:00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,337,522.124442240952,NA,NA,622494.154575241,7278743875.74053,2020-06-03,0,17,25,2.4285714285714284,1.7857142857142858,1,1,0,3.7626602450598483,2.7666619448969474,3.7626602450598483,1.5493306891422904
2491,21,Sligo,65535,2020/06/03 00:00:00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,129,196.841382467384,NA,NA,682286.870285504,5348370378.15199,2020-06-03,0,0,0,0,0,0,0,0,0,0,0,0
2492,22,Tipperary,159553,2020/06/03 00:00:00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,540,338.445532205599,NA,NA,781276.579658178,11551196729.2754,2020-06-03,0,13,13,1.8571428571428572,0.9285714285714286,1,0,0,1.163966116051003,0.5819830580255015,1.163966116051003,0
2493,23,Waterford,116176,2020/06/03 00:00:00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,154,132.557498967084,NA,NA,643184.903993029,4848379554.98393,2020-06-03,2,3,7,0.42857142857142855,0.5,0,0,1.721525960611486,0.3688984201310327,0.4303814901528715,0.3688984201310327,0
2494,24,Westmeath,88770,2020/06/03 00:00:00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,671,755.885997521685,NA,NA,422669.332716032,5208705730.29998,2020-06-03,1,4,10,0.5714285714285714,0.7142857142857143,1,1,1.1265067027148812,0.6437181158370748,0.8046476447963438,0.6437181158370748,1.1265067027148812
2495,25,Wexford,149722,2020/06/03 00:00:00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,213,142.263661986882,NA,NA,589324.476745023,6332221063.42107,2020-06-03,0,0,0,0,0,0,0,0,0,0,0,0
2496,26,Wicklow,142425,2020/06/03 00:00:00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,668,469.01878181499,NA,NA,427539.198566779,5580728578.64434,2020-06-03,0,5,11,0.7142857142857143,0.7857142857142857,0,0,0,0.5015170891948143,0.5516687981142957,0.5015170891948143,0
2497,1,Carlow,56932,2020/06/04 00:00:00,278661,163444,52.7168,-6.8367000000000004,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,168,295.088877959671,NA,NA,319348.572538664,2432351721.08439,2020-06-04,0,11,18,1.5714285714285714,1.2857142857142858,0,0,0,2.7601850829561076,2.2583332496913613,2.7601850829561076,0
2498,2,Cavan,76176,2020/06/04 00:00:00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,858,1126.33900441084,NA,NA,515954.496459225,5575009910.82163,2020-06-04,4,25,43,3.5714285714285716,3.0714285714285716,4,2,5.250997689561016,4.688390794250908,4.0320160830557805,4.688390794250908,2.625498844780508
2499,3,Clare,118817,2020/06/04 00:00:00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,368,309.719989563783,NA,NA,1013948.95023179,8722541705.68269,2020-06-04,0,46,50,6.571428571428571,3.5714285714285716,0,0,0,5.5307140993532675,3.0058228800832976,5.5307140993532675,0
2500,4,Cork,542868,2020/06/04 00:00:00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,1528,281.468054849429,NA,NA,2129949.40863365,19529490885.5341,2020-06-04,1,56,108,8,7.714285714285714,4,6,0.1842068421789459,1.4736547374315672,1.4210242110947255,1.4736547374315672,1.1052410530736754
2501,5,Donegal,159192,2020/06/04 00:00:00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,472,296.497311422685,NA,NA,2145085.77438756,14624041936.8887,2020-06-04,0,0,0,0,0,0,0,0,0,0,0,0
2502,6,Dublin,1347359,2020/06/04 00:00:00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,12127,900.057074617826,NA,NA,449433.53182733,2612632654.59451,2020-06-04,9,96,297,13.714285714285714,21.214285714285715,10,13.5,0.6679734205954018,1.017864259954898,1.5745087771177328,1.017864259954898,1.0019601308931028
2503,7,Galway,258058,2020/06/04 00:00:00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,481,186.392206403212,NA,NA,1972288.28611619,17079158586.253,2020-06-04,0,6,27,0.8571428571428571,1.9285714285714286,0,2,0,0.33215124396176715,0.7473402989139762,0.33215124396176715,0.7750195692441234
2504,8,Kerry,147707,2020/06/04 00:00:00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,308,208.520923178996,NA,NA,1753779.81860439,12483603408.0519,2020-06-04,0,0,0,0,0,0,0,0,0,0,0,0
2505,9,Kildare,222504,2020/06/04 00:00:00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,1423,639.539064466257,NA,NA,422182.036778848,4726063621.61779,2020-06-04,4,7,38,1,2.7142857142857144,0,1.5,1.7977204904181499,0.44943012260453746,1.2198817613551731,0.44943012260453746,0.6741451839068062
2506,10,Kilkenny,99232,2020/06/04 00:00:00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,344,346.662366978394,NA,NA,453397.572162214,5585391835.07863,2020-06-04,4,7,25,1,1.7857142857142858,1,0.5,4.030957755562722,1.0077394388906804,1.7995347123047865,1.0077394388906804,0.5038697194453402
2507,11,Laois,84697,2020/06/04 00:00:00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,261,308.157313718314,NA,NA,398512.462211564,4731211499.45007,2020-06-04,1,3,5,0.42857142857142855,0.35714285714285715,0,0,1.1806793629054158,0.5060054412451782,0.42167120103764855,0.5060054412451782,0
2508,12,Leitrim,32044,2020/06/04 00:00:00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,84,262.139558107602,NA,NA,453253.685043119,4618679672.90058,2020-06-04,1,1,2,0.14285714285714285,0.14285714285714285,0,0,3.1207090250905005,0.4458155750129286,0.4458155750129286,0.4458155750129286,0
2509,13,Limerick,194899,2020/06/04 00:00:00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,582,298.616206342772,NA,NA,673892.690484704,7206726911.85935,2020-06-04,0,2,15,0.2857142857142857,1.0714285714285714,0,1,0,0.1465960757696477,0.549735284136179,0.1465960757696477,0.513086265193767
2510,14,Longford,40873,2020/06/04 00:00:00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,284,694.835221295232,NA,NA,315245.172822004,3097977868.80369,2020-06-04,0,3,5,0.42857142857142855,0.35714285714285715,0,0,0,1.0485440965219792,0.8737867471016494,1.0485440965219792,0
2511,15,Louth,128884,2020/06/04 00:00:00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,777,602.867694981534,NA,NA,352203.517153586,2386326963.30641,2020-06-04,0,15,22,2.142857142857143,1.5714285714285714,1,0.5,0,1.6626246414272856,1.2192580703800093,1.6626246414272856,0.38794574966636663
2512,16,Mayo,130507,2020/06/04 00:00:00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,570,436.75818155348,NA,NA,2101964.07657907,16036984139.0268,2020-06-04,0,0,7,0,0.5,0,0,0,0,0.38312121188901743,0,0
2513,17,Meath,195044,2020/06/04 00:00:00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,805,412.727384590144,NA,NA,554844.750540487,6658570745.56814,2020-06-04,1,11,15,1.5714285714285714,1.0714285714285714,1,1,0.5127048255778184,0.805679011622286,0.5493265988333768,0.805679011622286,0.5127048255778184
2514,18,Monaghan,61386,2020/06/04 00:00:00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,528,860.130974489297,NA,NA,392803.047266062,3768943156.93708,2020-06-04,1,21,39,3,2.7857142857142856,2,1.5,1.62903593653276,4.887107809598279,4.5380286803412595,4.887107809598279,2.4435539047991397
2515,19,Offaly,77961,2020/06/04 00:00:00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,479,614.409768987058,NA,NA,561440.378583655,5558826350.06292,2020-06-04,0,1,5,0.14285714285714285,0.35714285714285715,0,0,0,0.18324180405220925,0.45810451013052317,0.18324180405220925,0
2516,20,Roscommon,64544,2020/06/04 00:00:00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,337,522.124442240952,NA,NA,622494.154575241,7278743875.74053,2020-06-04,0,16,23,2.2857142857142856,1.6428571428571428,1,1,0,3.5413272894680925,2.5453289893051916,3.5413272894680925,1.5493306891422904
2517,21,Sligo,65535,2020/06/04 00:00:00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,128,195.315480277714,NA,NA,682286.870285504,5348370378.15199,2020-06-04,0,0,0,0,0,0,0,0,0,0,0,0
